,domain,domain_label,iat_score,year,age,sex,sex_male,political_raw,explicit_pref,explicit_thermo_diff,pct_300,pct_error,n_trials,valid_iat,quality_flag,iat_z_within_domain,year_centered,age_centered,political_centered,domain_age,year_x_age,age_x_age,male_x_age,politics_x_age,domain_weight,year_x_weight,age_x_weight,male_x_weight,politics_x_weight,domain_korea_usa,year_x_korea_usa,age_x_korea_usa,male_x_korea_usa,politics_x_korea_usa
571,age,Age IAT: Young-Good over Old-Good,0.4330397241637447,2006.0,25.0,m,1.0,,3.0,-4.0,0.0,4.166666666666667,120.0,True,True,-0.17252036583985125,-6.386165634512508,0.32618615990498157,,1.0,-6.386165634512508,0.32618615990498157,1.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
572,age,Age IAT: Young-Good over Old-Good,0.23612736697790873,2006.0,19.0,m,1.0,,5.0,0.0,0.0,5.833333333333333,120.0,True,True,-0.6855707691722441,-6.386165634512508,-5.673813840095018,,1.0,-6.386165634512508,-5.673813840095018,1.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
573,age,Age IAT: Young-Good over Old-Good,-0.14240321445906814,2006.0,20.0,m,1.0,,6.0,0.0,0.0,11.666666666666666,120.0,True,True,-1.671823080887781,-6.386165634512508,-4.673813840095018,,1.0,-6.386165634512508,-4.673813840095018,1.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
574,age,Age IAT: Young-Good over Old-Good,0.15607441277474665,2006.0,18.0,f,0.0,,4.0,0.0,0.0,6.666666666666667,120.0,True,True,-0.8941468129962534,-6.386165634512508,-6.673813840095018,,1.0,-6.386165634512508,-6.673813840095018,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
575,age,Age IAT: Young-Good over Old-Good,0.7186231339598688,2006.0,,n,,,,,0.0,18.333333333333332,120.0,True,True,0.571560329119605,-6.386165634512508,,,1.0,-6.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
576,age,Age IAT: Young-Good over Old-Good,0.14162017743688896,2006.0,25.0,f,0.0,,5.0,3.0,0.0,5.0,120.0,True,True,-0.9318069749887818,-6.386165634512508,0.32618615990498157,,1.0,-6.386165634512508,0.32618615990498157,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
577,age,Age IAT: Young-Good over Old-Good,-1.0732954412104891,2006.0,,n,,,,,82.5,45.0,120.0,True,False,-4.097240353929087,-6.386165634512508,,,1.0,-6.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
578,age,Age IAT: Young-Good over Old-Good,0.8600911869795314,2006.0,27.0,f,0.0,,4.0,1.0,0.0,5.833333333333333,120.0,True,True,0.9401519335148978,-6.386165634512508,2.3261861599049816,,1.0,-6.386165634512508,2.3261861599049816,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
579,age,Age IAT: Young-Good over Old-Good,0.3538537848012917,2006.0,26.0,f,0.0,,6.0,2.0,0.0,0.8333333333333334,120.0,True,True,-0.37883742338144466,-6.386165634512508,1.3261861599049816,,1.0,-6.386165634512508,1.3261861599049816,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
580,age,Age IAT: Young-Good over Old-Good,0.524261475104317,2006.0,27.0,f,0.0,,6.0,2.0,0.0,5.833333333333333,120.0,True,True,0.06515570884437458,-6.386165634512508,2.3261861599049816,,1.0,-6.386165634512508,2.3261861599049816,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
581,age,Age IAT: Young-Good over Old-Good,1.1615427123143178,2006.0,18.0,f,0.0,,3.0,-3.0,0.0,16.666666666666668,120.0,True,True,1.7255766212718837,-6.386165634512508,-6.673813840095018,,1.0,-6.386165634512508,-6.673813840095018,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
582,age,Age IAT: Young-Good over Old-Good,0.31239966095970745,2006.0,,,,,,,0.0,5.0,120.0,True,True,-0.4868451444847173,-6.386165634512508,,,1.0,-6.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
583,age,Age IAT: Young-Good over Old-Good,0.7365206777224438,2006.0,32.0,f,0.0,,6.0,3.0,0.0,0.0,120.0,True,True,0.6181919482687396,-6.386165634512508,7.326186159904982,,1.0,-6.386165634512508,7.326186159904982,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
584,age,Age IAT: Young-Good over Old-Good,0.48105146882217065,2006.0,24.0,f,0.0,,6.0,3.0,0.0,0.8333333333333334,120.0,True,True,-0.0474269216612798,-6.386165634512508,-0.6738138400950184,,1.0,-6.386165634512508,-0.6738138400950184,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
585,age,Age IAT: Young-Good over Old-Good,-0.6045555805770922,2006.0,23.0,f,0.0,,3.0,-1.0,0.0,0.0,120.0,True,True,-2.875949938269829,-6.386165634512508,-1.6738138400950184,,1.0,-6.386165634512508,-1.6738138400950184,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
586,age,Age IAT: Young-Good over Old-Good,0.7542024684916405,2006.0,25.0,m,1.0,,5.0,2.0,0.0,13.333333333333334,120.0,True,True,0.6642614281907844,-6.386165634512508,0.32618615990498157,,1.0,-6.386165634512508,0.32618615990498157,1.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
587,age,Age IAT: Young-Good over Old-Good,0.2735811095125689,2006.0,,,,,,,74.16666666666667,63.333333333333336,120.0,True,False,-0.5879859452011399,-6.386165634512508,,,1.0,-6.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
588,age,Age IAT: Young-Good over Old-Good,0.40309394198719806,2006.0,29.0,f,0.0,,4.0,0.0,0.0,5.833333333333333,120.0,True,True,-0.25054337995308823,-6.386165634512508,4.326186159904982,,1.0,-6.386165634512508,4.326186159904982,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
589,age,Age IAT: Young-Good over Old-Good,1.1291901534596294,2006.0,29.0,f,0.0,,5.0,1.0,0.0,13.333333333333334,120.0,True,True,1.6412828084992903,-6.386165634512508,4.326186159904982,,1.0,-6.386165634512508,4.326186159904982,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
590,age,Age IAT: Young-Good over Old-Good,1.2083333814463117,2006.0,22.0,f,0.0,,6.0,2.0,0.0,18.333333333333332,120.0,True,True,1.8474885825801646,-6.386165634512508,-2.6738138400950184,,1.0,-6.386165634512508,-2.6738138400950184,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
591,age,Age IAT: Young-Good over Old-Good,0.9789966654785209,2006.0,24.0,f,0.0,,6.0,2.0,0.0,1.6666666666666667,120.0,True,True,1.2499572934942351,-6.386165634512508,-0.6738138400950184,,1.0,-6.386165634512508,-0.6738138400950184,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
592,age,Age IAT: Young-Good over Old-Good,-0.03984243883417389,2006.0,21.0,f,0.0,,4.0,0.0,0.0,1.6666666666666667,120.0,True,True,-1.4046034505281888,-6.386165634512508,-3.6738138400950184,,1.0,-6.386165634512508,-3.6738138400950184,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
593,age,Age IAT: Young-Good over Old-Good,0.89439171867113,2006.0,24.0,f,0.0,,6.0,2.0,0.0,5.833333333333333,120.0,True,True,1.0295211425903963,-6.386165634512508,-0.6738138400950184,,1.0,-6.386165634512508,-0.6738138400950184,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
594,age,Age IAT: Young-Good over Old-Good,0.6479675390299083,2006.0,22.0,m,1.0,,6.0,1.0,0.0,4.166666666666667,120.0,True,True,0.38746887851401624,-6.386165634512508,-2.6738138400950184,,1.0,-6.386165634512508,-2.6738138400950184,1.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
595,age,Age IAT: Young-Good over Old-Good,1.001128680467718,2006.0,48.0,f,0.0,,4.0,1.0,0.0,6.666666666666667,120.0,True,True,1.3076217254224458,-6.386165634512508,23.32618615990498,,1.0,-6.386165634512508,23.32618615990498,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
596,age,Age IAT: Young-Good over Old-Good,0.4690064405190576,2006.0,,f,0.0,,6.0,0.0,0.0,1.6666666666666667,120.0,True,True,-0.07880995275886674,-6.386165634512508,,,1.0,-6.386165634512508,,0.0,,0.0,-0.0,,0.0,,0.0,-0.0,,0.0,
597,age,Age IAT: Young-Good over Old-Good,0.44842676661376507,2006.0,51.0,f,0.0,,5.0,0.0,0.0,3.3333333333333335,120.0,True,True,-0.13242979738646904,-6.386165634512508,26.32618615990498,,1.0,-6.386165634512508,26.32618615990498,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
598,age,Age IAT: Young-Good over Old-Good,0.7014703631830173,2006.0,,,,,,,0.0,4.166666666666667,120.0,True,True,0.5268691980443392,-6.386165634512508,,,1.0,-6.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
599,age,Age IAT: Young-Good over Old-Good,0.6257686162131583,2006.0,17.0,f,0.0,,5.0,0.0,0.8333333333333334,15.0,120.0,True,True,0.3296301198528228,-6.386165634512508,-7.673813840095018,,1.0,-6.386165634512508,-7.673813840095018,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
600,age,Age IAT: Young-Good over Old-Good,0.3491778152914874,2006.0,27.0,f,0.0,,6.0,-1.0,0.0,5.833333333333333,120.0,True,True,-0.39102054930233854,-6.386165634512508,2.3261861599049816,,1.0,-6.386165634512508,2.3261861599049816,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
601,age,Age IAT: Young-Good over Old-Good,-0.12104445439661007,2006.0,46.0,f,0.0,,4.0,-2.0,0.0,7.5,120.0,True,True,-1.616173346044669,-6.386165634512508,21.32618615990498,,1.0,-6.386165634512508,21.32618615990498,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
602,age,Age IAT: Young-Good over Old-Good,0.23840779424517713,2006.0,22.0,f,0.0,,6.0,0.0,0.0,5.833333333333333,120.0,True,True,-0.6796291708593557,-6.386165634512508,-2.6738138400950184,,1.0,-6.386165634512508,-2.6738138400950184,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
603,age,Age IAT: Young-Good over Old-Good,1.024581524890884,2006.0,30.0,f,0.0,,4.0,3.0,0.0,15.833333333333334,120.0,True,True,1.3687275466241167,-6.386165634512508,5.326186159904982,,1.0,-6.386165634512508,5.326186159904982,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
604,age,Age IAT: Young-Good over Old-Good,0.551437610471027,2006.0,,n,,,,,0.0,7.5,120.0,True,True,0.13596247491110675,-6.386165634512508,,,1.0,-6.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
605,age,Age IAT: Young-Good over Old-Good,0.24727403471585374,2007.0,18.0,f,0.0,,5.0,1.0,0.0,13.333333333333334,120.0,True,True,-0.6565283948870806,-5.386165634512508,-6.673813840095018,,1.0,-5.386165634512508,-6.673813840095018,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
606,age,Age IAT: Young-Good over Old-Good,0.19626370953261177,2007.0,16.0,m,1.0,,6.0,3.0,0.0,4.166666666666667,120.0,True,True,-0.7894345683918752,-5.386165634512508,-8.673813840095018,,1.0,-5.386165634512508,-8.673813840095018,1.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
607,age,Age IAT: Young-Good over Old-Good,0.8571267663589917,2007.0,,n,,,7.0,8.0,0.0,4.166666666666667,120.0,True,True,0.932428206996407,-5.386165634512508,,,1.0,-5.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
608,age,Age IAT: Young-Good over Old-Good,-0.4405594411968389,2007.0,35.0,m,1.0,,4.0,0.0,0.0,7.5,120.0,True,True,-2.448661947528908,-5.386165634512508,10.326186159904982,,1.0,-5.386165634512508,10.326186159904982,1.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
609,age,Age IAT: Young-Good over Old-Good,1.1767353850826976,2007.0,,n,,,,,0.8333333333333334,15.0,120.0,True,True,1.7651607642018174,-5.386165634512508,,,1.0,-5.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
610,age,Age IAT: Young-Good over Old-Good,-1.5384456877870545,2007.0,25.0,m,1.0,,2.0,0.0,49.166666666666664,31.666666666666668,120.0,True,False,-5.309178116631543,-5.386165634512508,0.32618615990498157,,1.0,-5.386165634512508,0.32618615990498157,1.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
611,age,Age IAT: Young-Good over Old-Good,0.644899422949428,2007.0,18.0,m,1.0,,4.0,0.0,0.0,9.166666666666666,120.0,True,True,0.3794749759725142,-5.386165634512508,-6.673813840095018,,1.0,-5.386165634512508,-6.673813840095018,1.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
612,age,Age IAT: Young-Good over Old-Good,0.6030803706549126,2007.0,11.0,m,1.0,,4.0,-1.0,0.0,5.833333333333333,120.0,True,True,0.27051644257569357,-5.386165634512508,-13.673813840095018,,1.0,-5.386165634512508,-13.673813840095018,1.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
613,age,Age IAT: Young-Good over Old-Good,1.04999197426809,2007.0,19.0,f,0.0,,4.0,0.0,0.0,4.166666666666667,120.0,True,True,1.4349338603778512,-5.386165634512508,-5.673813840095018,,1.0,-5.386165634512508,-5.673813840095018,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
614,age,Age IAT: Young-Good over Old-Good,0.308412394317707,2007.0,18.0,m,1.0,,4.0,0.0,0.0,2.5,120.0,True,True,-0.49723387167333916,-5.386165634512508,-6.673813840095018,,1.0,-5.386165634512508,-6.673813840095018,1.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
615,age,Age IAT: Young-Good over Old-Good,0.9047947445090505,2007.0,23.0,f,0.0,,6.0,2.0,0.0,4.166666666666667,120.0,True,True,1.0566259758182337,-5.386165634512508,-1.6738138400950184,,1.0,-5.386165634512508,-1.6738138400950184,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
616,age,Age IAT: Young-Good over Old-Good,0.7020620970805872,2007.0,,n,,,,,0.8333333333333334,20.0,120.0,True,True,0.5284109464604998,-5.386165634512508,,,1.0,-5.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
617,age,Age IAT: Young-Good over Old-Good,0.576956938646425,2007.0,,n,,,,,0.0,8.333333333333334,120.0,True,True,0.20245246975080808,-5.386165634512508,,,1.0,-5.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
618,age,Age IAT: Young-Good over Old-Good,0.39622872834082856,2007.0,,n,,,,,0.0,17.5,120.0,True,True,-0.26843052873628437,-5.386165634512508,,,1.0,-5.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
619,age,Age IAT: Young-Good over Old-Good,0.41118071292517644,2007.0,,n,,,,,0.0,5.0,120.0,True,True,-0.22947349307203818,-5.386165634512508,,,1.0,-5.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
620,age,Age IAT: Young-Good over Old-Good,1.1669482204380675,2007.0,23.0,m,1.0,,5.0,1.0,0.0,8.333333333333334,120.0,True,True,1.7396605424779508,-5.386165634512508,-1.6738138400950184,,1.0,-5.386165634512508,-1.6738138400950184,1.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
621,age,Age IAT: Young-Good over Old-Good,0.7011730404796184,2007.0,30.0,f,0.0,,3.0,-3.0,0.0,7.5,120.0,True,True,0.5260945309026792,-5.386165634512508,5.326186159904982,,1.0,-5.386165634512508,5.326186159904982,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
622,age,Age IAT: Young-Good over Old-Good,0.32521348033685205,2007.0,29.0,f,0.0,,4.0,0.0,0.0,11.666666666666666,120.0,True,True,-0.45345904676273363,-5.386165634512508,4.326186159904982,,1.0,-5.386165634512508,4.326186159904982,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
623,age,Age IAT: Young-Good over Old-Good,0.7298368158358433,2007.0,19.0,f,0.0,,7.0,5.0,0.0,16.666666666666668,120.0,True,True,0.600777307127137,-5.386165634512508,-5.673813840095018,,1.0,-5.386165634512508,-5.673813840095018,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
624,age,Age IAT: Young-Good over Old-Good,0.6860439234444364,2007.0,,n,,,,,0.0,10.833333333333334,120.0,True,True,0.4866759809046327,-5.386165634512508,,,1.0,-5.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
625,age,Age IAT: Young-Good over Old-Good,0.3883566090270571,2007.0,18.0,m,1.0,,4.0,1.0,0.0,8.333333333333334,120.0,True,True,-0.2889411459810902,-5.386165634512508,-6.673813840095018,,1.0,-5.386165634512508,-6.673813840095018,1.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
626,age,Age IAT: Young-Good over Old-Good,0.09782172312856664,2007.0,,n,,,,,0.0,6.666666666666667,120.0,True,True,-1.0459227926518315,-5.386165634512508,,,1.0,-5.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
627,age,Age IAT: Young-Good over Old-Good,0.5325535867948841,2007.0,14.0,m,1.0,,6.0,2.0,0.0,6.666666666666667,120.0,True,True,0.08676060610995213,-5.386165634512508,-10.673813840095018,,1.0,-5.386165634512508,-10.673813840095018,1.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
628,age,Age IAT: Young-Good over Old-Good,0.7940102867846397,2007.0,31.0,f,0.0,,6.0,-5.0,0.0,5.0,120.0,True,True,0.7679797398441828,-5.386165634512508,6.326186159904982,,1.0,-5.386165634512508,6.326186159904982,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
629,age,Age IAT: Young-Good over Old-Good,0.536459466791328,2007.0,17.0,f,0.0,,7.0,3.0,0.8333333333333334,16.666666666666668,120.0,True,True,0.09693728235405559,-5.386165634512508,-7.673813840095018,,1.0,-5.386165634512508,-7.673813840095018,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
630,age,Age IAT: Young-Good over Old-Good,0.3339873168977186,2007.0,17.0,f,0.0,,7.0,8.0,0.0,15.0,120.0,True,True,-0.4305990269516008,-5.386165634512508,-7.673813840095018,,1.0,-5.386165634512508,-7.673813840095018,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
631,age,Age IAT: Young-Good over Old-Good,0.1816038901358813,2007.0,23.0,f,0.0,,6.0,3.0,0.0,4.166666666666667,120.0,True,True,-0.8276303746975936,-5.386165634512508,-1.6738138400950184,,1.0,-5.386165634512508,-1.6738138400950184,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
632,age,Age IAT: Young-Good over Old-Good,0.8405828372523722,2007.0,27.0,f,0.0,,6.0,5.0,0.0,0.0,120.0,True,True,0.889323398226873,-5.386165634512508,2.3261861599049816,,1.0,-5.386165634512508,2.3261861599049816,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
633,age,Age IAT: Young-Good over Old-Good,0.46423649460806415,2007.0,,n,,,5.0,1.0,0.0,9.166666666666666,120.0,True,True,-0.09123793192931219,-5.386165634512508,,,1.0,-5.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
634,age,Age IAT: Young-Good over Old-Good,-0.3067725670592289,2007.0,,n,,,,,35.833333333333336,25.833333333333332,120.0,True,False,-2.1000834696830384,-5.386165634512508,,,1.0,-5.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
635,age,Age IAT: Young-Good over Old-Good,1.1227125083545704,2007.0,25.0,m,1.0,,6.0,2.0,0.0,5.0,120.0,True,True,1.6244054602145495,-5.386165634512508,0.32618615990498157,,1.0,-5.386165634512508,0.32618615990498157,1.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
636,age,Age IAT: Young-Good over Old-Good,0.8342928612536149,2007.0,14.0,f,0.0,,6.0,4.0,0.0,13.333333333333334,120.0,True,True,0.8729350172779419,-5.386165634512508,-10.673813840095018,,1.0,-5.386165634512508,-10.673813840095018,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
637,age,Age IAT: Young-Good over Old-Good,0.35734976981152045,2007.0,14.0,m,1.0,,7.0,5.0,0.0,11.666666666666666,120.0,True,True,-0.36972871865018636,-5.386165634512508,-10.673813840095018,,1.0,-5.386165634512508,-10.673813840095018,1.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
638,age,Age IAT: Young-Good over Old-Good,0.16330669847557422,2007.0,32.0,n,,,6.0,2.0,0.0,0.0,120.0,True,True,-0.8753032668173669,-5.386165634512508,7.326186159904982,,1.0,-5.386165634512508,7.326186159904982,,,0.0,-0.0,0.0,,,0.0,-0.0,0.0,,
639,age,Age IAT: Young-Good over Old-Good,0.13908497546494641,2007.0,29.0,f,0.0,,3.0,0.0,0.0,8.333333333333334,120.0,True,True,-0.9384123826575687,-5.386165634512508,4.326186159904982,,1.0,-5.386165634512508,4.326186159904982,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
640,age,Age IAT: Young-Good over Old-Good,1.05760431384325,2007.0,24.0,f,0.0,,5.0,1.0,0.0,18.333333333333332,120.0,True,True,1.4547676277713983,-5.386165634512508,-0.6738138400950184,,1.0,-5.386165634512508,-0.6738138400950184,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
641,age,Age IAT: Young-Good over Old-Good,1.1830147860244913,2007.0,26.0,f,0.0,,5.0,1.0,0.0,1.6666666666666667,120.0,True,True,1.7815215920945668,-5.386165634512508,1.3261861599049816,,1.0,-5.386165634512508,1.3261861599049816,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
642,age,Age IAT: Young-Good over Old-Good,0.5303716322490792,2007.0,22.0,f,0.0,,5.0,0.0,0.0,2.5,120.0,True,True,0.08107557610078092,-5.386165634512508,-2.6738138400950184,,1.0,-5.386165634512508,-2.6738138400950184,0.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
643,age,Age IAT: Young-Good over Old-Good,0.3087728452958504,2007.0,30.0,m,1.0,,7.0,5.0,0.0,1.6666666666666667,120.0,True,True,-0.49629472533249525,-5.386165634512508,5.326186159904982,,1.0,-5.386165634512508,5.326186159904982,1.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
644,age,Age IAT: Young-Good over Old-Good,0.43573432236098253,2007.0,27.0,m,1.0,,5.0,1.0,0.0,11.666666666666666,120.0,True,True,-0.16549965514566709,-5.386165634512508,2.3261861599049816,,1.0,-5.386165634512508,2.3261861599049816,1.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
645,age,Age IAT: Young-Good over Old-Good,0.3599120479832123,2007.0,27.0,m,1.0,,5.0,4.0,0.0,0.8333333333333334,120.0,True,True,-0.36305276459517666,-5.386165634512508,2.3261861599049816,,1.0,-5.386165634512508,2.3261861599049816,1.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
646,age,Age IAT: Young-Good over Old-Good,0.044190107213881044,2007.0,27.0,m,1.0,,4.0,0.0,0.0,3.3333333333333335,120.0,True,True,-1.1856586760145473,-5.386165634512508,2.3261861599049816,,1.0,-5.386165634512508,2.3261861599049816,1.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
647,age,Age IAT: Young-Good over Old-Good,-0.2824776079815768,2007.0,36.0,m,1.0,,4.0,0.0,0.0,1.6666666666666667,120.0,True,True,-2.036783539034349,-5.386165634512508,11.326186159904982,,1.0,-5.386165634512508,11.326186159904982,1.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
648,age,Age IAT: Young-Good over Old-Good,0.5169282345380323,2007.0,23.0,m,1.0,,4.0,-1.0,0.0,7.5,120.0,True,True,0.04604912719538673,-5.386165634512508,-1.6738138400950184,,1.0,-5.386165634512508,-1.6738138400950184,1.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
649,age,Age IAT: Young-Good over Old-Good,0.9142488102212054,2007.0,23.0,m,1.0,,4.0,0.0,0.0,0.8333333333333334,120.0,True,True,1.0812583162973761,-5.386165634512508,-1.6738138400950184,,1.0,-5.386165634512508,-1.6738138400950184,1.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
650,age,Age IAT: Young-Good over Old-Good,0.697545215307608,2007.0,25.0,f,0.0,,5.0,0.0,0.0,6.666666666666667,120.0,True,True,0.5166423198057254,-5.386165634512508,0.32618615990498157,,1.0,-5.386165634512508,0.32618615990498157,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
651,age,Age IAT: Young-Good over Old-Good,-0.4039456305947321,2007.0,31.0,f,0.0,,6.0,0.0,0.0,9.166666666666666,120.0,True,True,-2.3532655459754057,-5.386165634512508,6.326186159904982,,1.0,-5.386165634512508,6.326186159904982,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
652,age,Age IAT: Young-Good over Old-Good,1.2387954195483513,2007.0,40.0,f,0.0,,6.0,1.0,0.0,4.166666666666667,120.0,True,True,1.9268566890714633,-5.386165634512508,15.326186159904982,,1.0,-5.386165634512508,15.326186159904982,0.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
653,age,Age IAT: Young-Good over Old-Good,0.14755543478362212,2007.0,,n,,,,,2.5,22.5,120.0,True,True,-0.9163428049430736,-5.386165634512508,,,1.0,-5.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
654,age,Age IAT: Young-Good over Old-Good,0.2869447669115687,2007.0,,n,,,,,88.33333333333333,55.833333333333336,120.0,True,False,-0.5531672577579633,-5.386165634512508,,,1.0,-5.386165634512508,,,,0.0,-0.0,,,,0.0,-0.0,,,
655,age,Age IAT: Young-Good over Old-Good,0.5555518657160147,2007.0,30.0,m,1.0,,4.0,0.0,0.0,5.833333333333333,120.0,True,True,0.14668206784585203,-5.386165634512508,5.326186159904982,,1.0,-5.386165634512508,5.326186159904982,1.0,,0.0,-0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,
656,age,Age IAT: Young-Good over Old-Good,0.472435370737178,2007.0,18.0,m,1.0,,7.0,6.0,0.0,2.5,120.0,True,True,-0.06987595767320004,-5.386165634512508,-6.673813840095018,,1.0,-5.386165634512508,-6.673813840095018,1.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
657,age,Age IAT: Young-Good over Old-Good,0.37163542453597087,2007.0,22.0,m,1.0,,6.0,2.0,0.0,14.166666666666666,120.0,True,True,-0.3325077893850432,-5.386165634512508,-2.6738138400950184,,1.0,-5.386165634512508,-2.6738138400950184,1.0,,0.0,-0.0,-0.0,0.0,,0.0,-0.0,-0.0,0.0,
