region,godoksa_per_100k_male_40_64_pop_proxy_2024,male_40_64_suicide_rate,dual_mortality_burden_index,basic_livelihood_male_40_64_rate_per_1000_2024,business_closure_male_40_64_approx_rate_per_1000_2024
제주,33.95793139868522,72.8643794478416,0.9245282901791787,42.77991899330198,34.707835717072854
부산,57.55354533306282,50.00187198404717,0.7478335528897404,61.91789183611225,26.070815105981005
충남,38.2122136840952,64.81027340049415,0.657622438298548,31.736249049211697,26.78206906455444
강원,42.841105624704106,59.60477708831651,0.5798936728452897,42.274185730723055,26.74992192935002
인천,41.70813687927666,58.7200010803582,0.4698650569544037,46.06984550138255,28.99357176754024
대구,48.402544970970126,53.03220448270113,0.4674742284218556,57.82307523016724,24.93682207718365
광주,42.48854993480341,57.8428193127665,0.456786864476186,59.99454660121862,27.547933363191238
충북,38.97554948794976,56.33535877033236,0.18950458683088806,36.98414250629983,26.724133600077423
