region,year,male_40_64_suicide_deaths,male_40_64_population_est_from_suicide,male_40_64_suicide_rate,region_raw
충북,2001,110.0,210074.30114223625,52.362425771214,충청북도
충북,2002,114.0,217305.71806307157,52.46065359721103,충청북도
충북,2003,157.0,222659.03560438976,70.51139854883334,충청북도
충북,2004,147.0,227127.3298476048,64.72140543308122,충청북도
충북,2005,167.0,232785.2390880682,71.7399439303881,충청북도
충북,2006,119.0,239659.3681406561,49.65380695244047,충청북도
충북,2007,129.0,246172.5255151065,52.40227345845053,충청북도
충북,2008,155.0,253959.06542888624,61.03345818281222,충청북도
충북,2009,180.0,263261.6262162879,68.37304873750091,충청북도
충북,2010,170.0,272367.43335292133,62.415685277513234,충청북도
충북,2011,204.0,281686.312727948,72.42098418783405,충청북도
충북,2012,163.0,288780.07119693083,56.444338185942094,충청북도
충북,2013,194.0,295623.9925217025,65.62390229059571,충청북도
충북,2014,194.0,302615.5431211411,64.10774476390301,충청북도
충북,2015,169.0,308738.8162175589,54.73882489751816,충청북도
충북,2016,179.0,314844.54397358693,56.85345464173479,충청북도
충북,2017,150.0,319405.16165924404,46.9622967959506,충청북도
충북,2018,187.0,322503.37138924625,57.9838899650757,충청북도
충북,2019,187.0,325719.42509236775,57.41137481959217,충청북도
충북,2020,140.0,328309.4738924092,42.64269268266063,충청북도
충북,2021,156.0,330000.6571412721,47.272633136974925,충청북도
충북,2022,130.0,330968.02700390585,39.27871860518594,충청북도
충북,2023,183.0,330434.5850427113,55.38161205987134,충청북도
충북,2024,185.0,328390.5597445591,56.33535877033236,충청북도
