region,year,age,deaths,rate,age_population_est
서울특별시,2013,60 - 64세,119.0,49.0,242857.14285714284
서울특별시,2014,40 - 44세,170.0,38.1,446194.22572178475
서울특별시,2014,45 - 49세,190.0,47.4,400843.8818565401
서울특별시,2014,50 - 54세,211.0,52.7,400379.5066413662
서울특별시,2014,55 - 59세,171.0,48.1,355509.3555093555
서울특별시,2014,60 - 64세,133.0,53.4,249063.67041198502
서울특별시,2015,40 - 44세,161.0,37.3,431635.3887399465
서울특별시,2015,45 - 49세,148.0,36.5,405479.4520547945
서울특별시,2015,50 - 54세,183.0,46.8,391025.64102564106
서울특별시,2015,55 - 59세,153.0,42.0,364285.71428571426
서울특별시,2015,60 - 64세,120.0,45.6,263157.8947368421
서울특별시,2016,40 - 44세,161.0,39.3,409669.2111959288
서울특별시,2016,45 - 49세,143.0,34.6,413294.79768786125
서울특별시,2016,50 - 54세,158.0,41.8,377990.4306220096
서울특별시,2016,55 - 59세,184.0,49.7,370221.32796780684
서울특별시,2016,60 - 64세,120.0,42.7,281030.4449648712
서울특별시,2017,40 - 44세,132.0,34.0,388235.29411764705
서울특별시,2017,45 - 49세,144.0,34.3,419825.0728862974
서울특별시,2017,50 - 54세,173.0,47.0,368085.10638297873
서울특별시,2017,55 - 59세,162.0,43.4,373271.88940092165
서울특별시,2017,60 - 64세,126.0,42.8,294392.523364486
서울특별시,2018,40 - 44세,116.0,31.4,369426.7515923567
서울특별시,2018,45 - 49세,162.0,38.8,417525.77319587633
서울특별시,2018,50 - 54세,157.0,42.9,365967.365967366
서울특별시,2018,55 - 59세,173.0,46.7,370449.6788008565
서울특별시,2018,60 - 64세,129.0,42.3,304964.53900709224
서울특별시,2019,40 - 44세,111.0,31.2,355769.2307692308
서울특별시,2019,45 - 49세,162.0,39.5,410126.582278481
서울특별시,2019,50 - 54세,157.0,42.4,370283.0188679246
서울특별시,2019,55 - 59세,154.0,42.3,364066.19385342795
서울특별시,2019,60 - 64세,160.0,50.4,317460.3174603175
서울특별시,2020,40 - 44세,96.0,27.1,354243.54243542434
서울특별시,2020,45 - 49세,117.0,29.5,396610.16949152545
서울특별시,2020,50 - 54세,136.0,36.3,374655.64738292014
서울특별시,2020,55 - 59세,163.0,45.7,356673.9606126915
서울특별시,2020,60 - 64세,112.0,34.3,326530.612244898
서울특별시,2021,40 - 44세,94.0,26.4,356060.6060606061
서울특별시,2021,45 - 49세,122.0,32.4,376543.20987654326
서울특별시,2021,50 - 54세,122.0,31.9,382445.1410658307
서울특별시,2021,55 - 59세,126.0,36.4,346153.8461538462
서울특별시,2021,60 - 64세,121.0,36.3,333333.3333333334
서울특별시,2022,40 - 44세,93.0,25.9,359073.3590733591
서울특별시,2022,45 - 49세,114.0,31.9,357366.7711598746
서울특별시,2022,50 - 54세,158.0,40.6,389162.56157635467
서울특별시,2022,55 - 59세,125.0,37.1,336927.22371967655
서울특별시,2022,60 - 64세,107.0,31.7,337539.43217665615
서울특별시,2023,40 - 44세,104.0,28.8,361111.1111111111
서울특별시,2023,45 - 49세,108.0,31.6,341772.15189873416
서울특별시,2023,50 - 54세,137.0,35.3,388101.9830028329
서울특별시,2023,55 - 59세,133.0,39.6,335858.58585858584
서울특별시,2023,60 - 64세,144.0,42.9,335664.33566433564
서울특별시,2024,40 - 44세,138.0,38.8,355670.10309278354
서울특별시,2024,45 - 49세,108.0,32.7,330275.2293577981
서울특별시,2024,50 - 54세,176.0,46.1,381778.7418655097
서울특별시,2024,55 - 59세,142.0,41.7,340527.57793764985
서울특별시,2024,60 - 64세,142.0,42.9,331002.33100233105
세종특별자치시,2012,40 - 44세,4.0,84.1,4756.242568370987
세종특별자치시,2012,45 - 49세,2.0,49.4,4048.582995951417
세종특별자치시,2012,50 - 54세,4.0,89.9,4449.388209121245
세종특별자치시,2012,55 - 59세,0.0,,
세종특별자치시,2012,60 - 64세,1.0,37.6,2659.574468085106
세종특별자치시,2013,40 - 44세,1.0,17.4,5747.12643678161
세종특별자치시,2013,45 - 49세,0.0,,
세종특별자치시,2013,50 - 54세,3.0,61.6,4870.12987012987
세종특별자치시,2013,55 - 59세,2.0,49.3,4056.7951318458418
세종특별자치시,2013,60 - 64세,2.0,70.2,2849.002849002849
세종특별자치시,2014,40 - 44세,1.0,14.0,7142.857142857142
세종특별자치시,2014,45 - 49세,0.0,,
세종특별자치시,2014,50 - 54세,3.0,55.1,5444.64609800363
세종특별자치시,2014,55 - 59세,2.0,43.1,4640.371229698376
세종특별자치시,2014,60 - 64세,1.0,31.5,3174.6031746031745
세종특별자치시,2015,40 - 44세,2.0,20.6,9708.73786407767
세종특별자치시,2015,45 - 49세,3.0,40.1,7481.296758104739
세종특별자치시,2015,50 - 54세,2.0,30.7,6514.657980456026
세종특별자치시,2015,55 - 59세,4.0,70.9,5641.748942172073
세종특별자치시,2015,60 - 64세,3.0,76.3,3931.847968545216
세종특별자치시,2016,40 - 44세,3.0,25.1,11952.19123505976
세종특별자치시,2016,45 - 49세,4.0,41.1,9732.3600973236
세종특별자치시,2016,50 - 54세,6.0,80.1,7490.63670411985
세종특별자치시,2016,55 - 59세,1.0,14.7,6802.721088435374
세종특별자치시,2016,60 - 64세,6.0,123.8,4846.526655896608
세종특별자치시,2017,40 - 44세,5.0,37.0,13513.513513513515
세종특별자치시,2017,45 - 49세,7.0,59.1,11844.331641285957
세종특별자치시,2017,50 - 54세,6.0,72.0,8333.333333333332
세종특별자치시,2017,55 - 59세,4.0,50.7,7889.546351084813
세종특별자치시,2017,60 - 64세,2.0,34.9,5730.659025787966
세종특별자치시,2018,40 - 44세,7.0,46.7,14989.293361884367
세종특별자치시,2018,45 - 49세,6.0,43.5,13793.103448275862
세종특별자치시,2018,50 - 54세,5.0,52.2,9578.54406130268
세종특별자치시,2018,55 - 59세,3.0,33.7,8902.07715133531
세종특별자치시,2018,60 - 64세,4.0,59.2,6756.756756756756
세종특별자치시,2019,40 - 44세,6.0,37.0,16216.216216216217
세종특별자치시,2019,45 - 49세,5.0,32.3,15479.876160990712
세종특별자치시,2019,50 - 54세,7.0,63.4,11041.009463722397
세종특별자치시,2019,55 - 59세,4.0,41.1,9732.3600973236
세종특별자치시,2019,60 - 64세,3.0,38.6,7772.020725388601
세종특별자치시,2020,40 - 44세,3.0,17.2,17441.86046511628
세종특별자치시,2020,45 - 49세,3.0,18.0,16666.666666666664
세종특별자치시,2020,50 - 54세,4.0,32.5,12307.692307692309
세종특별자치시,2020,55 - 59세,7.0,68.1,10279.001468428782
세종특별자치시,2020,60 - 64세,2.0,23.3,8583.690987124464
세종특별자치시,2021,40 - 44세,2.0,10.7,18691.58878504673
세종특별자치시,2021,45 - 49세,8.0,46.4,17241.37931034483
세종특별자치시,2021,50 - 54세,10.0,72.4,13812.154696132595
세종특별자치시,2021,55 - 59세,0.0,,
세종특별자치시,2021,60 - 64세,3.0,32.1,9345.794392523365
세종특별자치시,2022,40 - 44세,7.0,35.5,19718.309859154928
세종특별자치시,2022,45 - 49세,6.0,33.9,17699.11504424779
세종특별자치시,2022,50 - 54세,3.0,19.6,15306.12244897959
세종특별자치시,2022,55 - 59세,5.0,45.7,10940.919037199124
세종특별자치시,2022,60 - 64세,6.0,59.6,10067.114093959732
세종특별자치시,2023,40 - 44세,2.0,9.9,20202.0202020202
세종특별자치시,2023,45 - 49세,3.0,16.8,17857.14285714286
세종특별자치시,2023,50 - 54세,7.0,43.1,16241.299303944315
세종특별자치시,2023,55 - 59세,4.0,34.9,11461.318051575932
세종특별자치시,2023,60 - 64세,3.0,28.8,10416.666666666666
세종특별자치시,2024,40 - 44세,5.0,25.1,19920.3187250996
세종특별자치시,2024,45 - 49세,8.0,44.3,18058.690744920994
세종특별자치시,2024,50 - 54세,6.0,35.4,16949.15254237288
세종특별자치시,2024,55 - 59세,6.0,49.5,12121.212121212122
세종특별자치시,2024,60 - 64세,3.0,28.3,10600.706713780919
울산광역시,1997,40 - 44세,13.0,31.4,41401.27388535032
울산광역시,1997,45 - 49세,10.0,36.1,27700.831024930743
울산광역시,1997,50 - 54세,2.0,11.1,18018.01801801802
울산광역시,1997,55 - 59세,10.0,69.7,14347.202295552366
울산광역시,1997,60 - 64세,2.0,22.9,8733.624454148472
울산광역시,1998,40 - 44세,21.0,47.6,44117.64705882353
울산광역시,1998,45 - 49세,22.0,74.9,29372.496662216286
울산광역시,1998,50 - 54세,12.0,62.7,19138.755980861242
울산광역시,1998,55 - 59세,15.0,95.5,15706.806282722513
울산광역시,1998,60 - 64세,8.0,84.8,9433.962264150945
울산광역시,1999,40 - 44세,9.0,19.1,47120.41884816753
울산광역시,1999,45 - 49세,10.0,32.3,30959.752321981425
울산광역시,1999,50 - 54세,11.0,52.9,20793.950850661626
울산광역시,1999,55 - 59세,10.0,61.7,16207.45542949757
울산광역시,1999,60 - 64세,5.0,48.8,10245.901639344263
울산광역시,2000,40 - 44세,8.0,16.0,50000.0
울산광역시,2000,45 - 49세,16.0,47.6,33613.44537815126
울산광역시,2000,50 - 54세,9.0,39.6,22727.272727272728
울산광역시,2000,55 - 59세,7.0,42.7,16393.442622950817
울산광역시,2000,60 - 64세,3.0,27.0,11111.111111111111
울산광역시,2001,40 - 44세,9.0,16.9,53254.43786982249
울산광역시,2001,45 - 49세,12.0,32.6,36809.815950920245
울산광역시,2001,50 - 54세,13.0,52.7,24667.931688804554
울산광역시,2001,55 - 59세,12.0,72.1,16643.55062413315
울산광역시,2001,60 - 64세,10.0,83.7,11947.431302270012
울산광역시,2002,40 - 44세,17.0,30.5,55737.70491803278
울산광역시,2002,45 - 49세,15.0,37.7,39787.79840848806
울산광역시,2002,50 - 54세,8.0,30.2,26490.066225165567
울산광역시,2002,55 - 59세,7.0,40.9,17114.914425427873
울산광역시,2002,60 - 64세,7.0,52.7,13282.732447817836
울산광역시,2003,40 - 44세,23.0,40.4,56930.69306930694
울산광역시,2003,45 - 49세,12.0,28.1,42704.62633451957
울산광역시,2003,50 - 54세,9.0,32.0,28125.0
울산광역시,2003,55 - 59세,11.0,60.5,18181.818181818184
울산광역시,2003,60 - 64세,21.0,144.6,14522.821576763487
울산광역시,2004,40 - 44세,19.0,33.3,57057.057057057056
울산광역시,2004,45 - 49세,22.0,48.0,45833.33333333333
울산광역시,2004,50 - 54세,16.0,53.4,29962.5468164794
울산광역시,2004,55 - 59세,13.0,65.4,19877.67584097859
울산광역시,2004,60 - 64세,12.0,79.6,15075.376884422112
울산광역시,2005,40 - 44세,17.0,29.8,57046.979865771806
울산광역시,2005,45 - 49세,20.0,41.1,48661.800486618
울산광역시,2005,50 - 54세,18.0,55.2,32608.695652173912
울산광역시,2005,55 - 59세,13.0,59.6,21812.080536912752
울산광역시,2005,60 - 64세,4.0,26.1,15325.67049808429
울산광역시,2006,40 - 44세,13.0,23.0,56521.73913043478
울산광역시,2006,45 - 49세,16.0,31.1,51446.94533762058
울산광역시,2006,50 - 54세,20.0,56.1,35650.623885918
울산광역시,2006,55 - 59세,9.0,38.0,23684.210526315786
울산광역시,2006,60 - 64세,13.0,83.3,15606.2424969988
울산광역시,2007,40 - 44세,12.0,21.5,55813.95348837209
울산광역시,2007,45 - 49세,25.0,46.2,54112.55411255411
울산광역시,2007,50 - 54세,12.0,31.2,38461.53846153846
울산광역시,2007,55 - 59세,11.0,43.3,25404.15704387991
울산광역시,2007,60 - 64세,13.0,81.2,16009.852216748768
울산광역시,2008,40 - 44세,21.0,37.7,55702.91777188329
울산광역시,2008,45 - 49세,22.0,39.6,55555.555555555555
울산광역시,2008,50 - 54세,14.0,33.9,41297.93510324484
울산광역시,2008,55 - 59세,16.0,59.2,27027.027027027023
울산광역시,2008,60 - 64세,14.0,82.0,17073.17073170732
울산광역시,2009,40 - 44세,20.0,35.6,56179.775280898866
울산광역시,2009,45 - 49세,18.0,32.2,55900.621118012416
울산광역시,2009,50 - 54세,19.0,42.7,44496.48711943794
울산광역시,2009,55 - 59세,17.0,59.1,28764.805414551607
울산광역시,2009,60 - 64세,14.0,75.0,18666.666666666668
울산광역시,2010,40 - 44세,21.0,37.9,55408.9709762533
울산광역시,2010,45 - 49세,21.0,37.5,56000.00000000001
울산광역시,2010,50 - 54세,21.0,44.2,47511.312217194565
울산광역시,2010,55 - 59세,27.0,86.2,31322.505800464034
울산광역시,2010,60 - 64세,12.0,58.6,20477.815699658702
울산광역시,2011,40 - 44세,18.0,33.0,54545.454545454544
울산광역시,2011,45 - 49세,24.0,43.1,55684.45475638051
울산광역시,2011,50 - 54세,32.0,63.4,50473.18611987381
울산광역시,2011,55 - 59세,20.0,58.2,34364.26116838488
울산광역시,2011,60 - 64세,14.0,63.0,22222.222222222223
울산광역시,2012,40 - 44세,19.0,35.0,54285.71428571428
울산광역시,2012,45 - 49세,16.0,29.2,54794.520547945205
울산광역시,2012,50 - 54세,23.0,43.1,53364.26914153132
울산광역시,2012,55 - 59세,22.0,59.0,37288.13559322034
울산광역시,2012,60 - 64세,11.0,46.1,23861.171366594357
울산광역시,2013,40 - 44세,18.0,33.7,53412.46290801186
울산광역시,2013,45 - 49세,23.0,41.8,55023.92344497608
울산광역시,2013,50 - 54세,26.0,47.5,54736.84210526316
울산광역시,2013,55 - 59세,24.0,59.8,40133.77926421405
울산광역시,2013,60 - 64세,17.0,66.9,25411.061285500746
울산광역시,2014,40 - 44세,18.0,34.4,52325.58139534884
울산광역시,2014,45 - 49세,20.0,35.9,55710.30640668524
울산광역시,2014,50 - 54세,31.0,56.2,55160.142348754445
울산광역시,2014,55 - 59세,18.0,41.5,43373.49397590361
울산광역시,2014,60 - 64세,9.0,33.2,27108.433734939757
울산광역시,2015,40 - 44세,25.0,49.2,50813.008130081296
울산광역시,2015,45 - 49세,25.0,45.1,55432.37250554324
울산광역시,2015,50 - 54세,26.0,47.0,55319.14893617021
울산광역시,2015,55 - 59세,27.0,58.3,46312.178387650085
울산광역시,2015,60 - 64세,16.0,54.1,29574.861367837337
울산광역시,2016,40 - 44세,18.0,36.8,48913.04347826088
울산광역시,2016,45 - 49세,25.0,45.7,54704.59518599562
울산광역시,2016,50 - 54세,20.0,36.4,54945.05494505495
울산광역시,2016,55 - 59세,23.0,46.8,49145.29914529915
울산광역시,2016,60 - 64세,19.0,58.6,32423.20819112628
울산광역시,2017,40 - 44세,17.0,36.0,47222.22222222222
울산광역시,2017,45 - 49세,20.0,37.0,54054.05405405406
울산광역시,2017,50 - 54세,26.0,48.2,53941.908713692945
울산광역시,2017,55 - 59세,27.0,52.3,51625.23900573615
울산광역시,2017,60 - 64세,19.0,54.4,34926.4705882353
울산광역시,2018,40 - 44세,23.0,50.0,46000.0
울산광역시,2018,45 - 49세,25.0,47.3,52854.12262156448
울산광역시,2018,50 - 54세,35.0,65.0,53846.153846153844
울산광역시,2018,55 - 59세,35.0,66.4,52710.843373493975
울산광역시,2018,60 - 64세,27.0,72.1,37447.98890429959
울산광역시,2019,40 - 44세,25.0,55.1,45372.050816696916
울산광역시,2019,45 - 49세,31.0,60.6,51155.11551155115
울산광역시,2019,50 - 54세,26.0,48.0,54166.666666666664
울산광역시,2019,55 - 59세,31.0,58.6,52901.023890784985
울산광역시,2019,60 - 64세,30.0,74.3,40376.85060565276
울산광역시,2020,40 - 44세,16.0,34.8,45977.01149425288
울산광역시,2020,45 - 49세,27.0,54.7,49360.146252285194
울산광역시,2020,50 - 54세,27.0,50.4,53571.42857142857
울산광역시,2020,55 - 59세,24.0,45.4,52863.436123348016
울산광역시,2020,60 - 64세,25.0,58.0,43103.448275862065
울산광역시,2021,40 - 44세,33.0,70.4,46874.99999999999
울산광역시,2021,45 - 49세,29.0,61.4,47231.27035830619
울산광역시,2021,50 - 54세,20.0,37.9,52770.44854881267
울산광역시,2021,55 - 59세,28.0,53.5,52336.44859813084
울산광역시,2021,60 - 64세,24.0,52.5,45714.28571428571
울산광역시,2022,40 - 44세,21.0,44.3,47404.06320541761
울산광역시,2022,45 - 49세,21.0,46.1,45553.1453362256
울산광역시,2022,50 - 54세,19.0,36.5,52054.79452054794
울산광역시,2022,55 - 59세,16.0,31.1,51446.94533762058
울산광역시,2022,60 - 64세,27.0,56.3,47957.37122557727
울산광역시,2023,40 - 44세,25.0,52.8,47348.48484848485
울산광역시,2023,45 - 49세,31.0,69.8,44412.60744985673
울산광역시,2023,50 - 54세,34.0,66.7,50974.512743628184
울산광역시,2023,55 - 59세,40.0,77.7,51480.05148005148
울산광역시,2023,60 - 64세,23.0,46.9,49040.5117270789
울산광역시,2024,40 - 44세,18.0,39.1,46035.80562659846
울산광역시,2024,45 - 49세,20.0,45.5,43956.043956043955
울산광역시,2024,50 - 54세,31.0,62.6,49520.76677316294
울산광역시,2024,55 - 59세,36.0,69.1,52098.408104196824
울산광역시,2024,60 - 64세,33.0,66.8,49401.19760479042
인천광역시,1996,40 - 44세,27.0,30.5,88524.59016393442
인천광역시,1996,45 - 49세,21.0,34.7,60518.73198847262
인천광역시,1996,50 - 54세,19.0,40.7,46683.04668304668
인천광역시,1996,55 - 59세,13.0,34.9,37249.28366762178
인천광역시,1996,60 - 64세,13.0,50.8,25590.55118110236
인천광역시,1997,40 - 44세,34.0,34.9,97421.20343839542
인천광역시,1997,45 - 49세,24.0,38.0,63157.8947368421
인천광역시,1997,50 - 54세,18.0,37.4,48128.34224598931
인천광역시,1997,55 - 59세,23.0,57.3,40139.616055846425
인천광역시,1997,60 - 64세,15.0,53.9,27829.31354359926
인천광역시,1998,40 - 44세,48.0,45.2,106194.69026548672
인천광역시,1998,45 - 49세,26.0,39.0,66666.66666666666
인천광역시,1998,50 - 54세,31.0,61.3,50570.96247960848
인천광역시,1998,55 - 59세,23.0,54.0,42592.59259259259
인천광역시,1998,60 - 64세,12.0,39.9,30075.18796992481
인천광역시,1999,40 - 44세,21.0,18.2,115384.61538461539
인천광역시,1999,45 - 49세,20.0,28.4,70422.5352112676
인천광역시,1999,50 - 54세,32.0,59.4,53872.05387205387
인천광역시,1999,55 - 59세,14.0,32.1,43613.70716510903
인천광역시,1999,60 - 64세,16.0,49.5,32323.232323232325
인천광역시,2000,40 - 44세,25.0,20.1,124378.1094527363
인천광역시,2000,45 - 49세,27.0,35.1,76923.07692307692
인천광역시,2000,50 - 54세,24.0,41.9,57279.236276849646
인천광역시,2000,55 - 59세,15.0,33.8,44378.69822485207
인천광역시,2000,60 - 64세,24.0,71.1,33755.27426160338
인천광역시,2001,40 - 44세,26.0,19.7,131979.69543147206
인천광역시,2001,45 - 49세,23.0,26.7,86142.32209737827
인천광역시,2001,50 - 54세,23.0,38.9,59125.96401028278
인천광역시,2001,55 - 59세,18.0,39.8,45226.13065326634
인천광역시,2001,60 - 64세,20.0,57.1,35026.26970227671
인천광역시,2002,40 - 44세,37.0,26.9,137546.46840148699
인천광역시,2002,45 - 49세,23.0,24.5,93877.55102040817
인천광역시,2002,50 - 54세,16.0,26.1,61302.68199233716
인천광역시,2002,55 - 59세,27.0,58.2,46391.75257731958
인천광역시,2002,60 - 64세,23.0,61.2,37581.69934640523
인천광역시,2003,40 - 44세,51.0,36.9,138211.38211382114
인천광역시,2003,45 - 49세,56.0,55.3,101265.82278481014
인천광역시,2003,50 - 54세,29.0,45.4,63876.651982378855
인천광역시,2003,55 - 59세,46.0,95.1,48370.13669821241
인천광역시,2003,60 - 64세,35.0,88.1,39727.58229284904
인천광역시,2004,40 - 44세,48.0,35.2,136363.63636363635
인천광역시,2004,45 - 49세,33.0,30.2,109271.52317880795
인천광역시,2004,50 - 54세,40.0,59.8,66889.63210702341
인천광역시,2004,55 - 59세,27.0,52.8,51136.36363636363
인천광역시,2004,60 - 64세,31.0,76.3,40629.09567496723
인천광역시,2005,40 - 44세,39.0,29.1,134020.61855670103
인천광역시,2005,45 - 49세,54.0,46.2,116883.11688311688
인천광역시,2005,50 - 54세,32.0,43.9,72892.93849658314
인천광역시,2005,55 - 59세,30.0,55.4,54151.624548736465
인천광역시,2005,60 - 64세,30.0,72.4,41436.464088397785
인천광역시,2006,40 - 44세,40.0,30.7,130293.15960912053
인천광역시,2006,45 - 49세,63.0,50.7,124260.35502958579
인천광역시,2006,50 - 54세,41.0,50.4,81349.20634920635
인천광역시,2006,55 - 59세,51.0,91.2,55921.05263157895
인천광역시,2006,60 - 64세,29.0,68.3,42459.7364568082
인천광역시,2007,40 - 44세,37.0,29.2,126712.32876712328
인천광역시,2007,45 - 49세,49.0,37.5,130666.66666666667
인천광역시,2007,50 - 54세,41.0,45.8,89519.65065502185
인천광역시,2007,55 - 59세,28.0,48.1,58212.05821205822
인천광역시,2007,60 - 64세,35.0,79.8,43859.64912280702
인천광역시,2008,40 - 44세,34.0,27.0,125925.92592592593
인천광역시,2008,45 - 49세,58.0,43.5,133333.3333333333
인천광역시,2008,50 - 54세,49.0,50.3,97415.5069582505
인천광역시,2008,55 - 59세,30.0,49.0,61224.489795918365
인천광역시,2008,60 - 64세,29.0,63.0,46031.74603174603
인천광역시,2009,40 - 44세,47.0,37.2,126344.08602150537
인천광역시,2009,45 - 49세,55.0,41.2,133495.14563106795
인천광역시,2009,50 - 54세,82.0,77.1,106355.38261997406
인천광역시,2009,55 - 59세,53.0,81.9,64713.064713064705
인천광역시,2009,60 - 64세,43.0,87.7,49030.786773090076
인천광역시,2010,40 - 44세,64.0,50.6,126482.21343873518
인천광역시,2010,45 - 49세,71.0,53.8,131970.26022304833
인천광역시,2010,50 - 54세,76.0,66.5,114285.71428571428
인천광역시,2010,55 - 59세,44.0,62.1,70853.46215780999
인천광역시,2010,60 - 64세,41.0,78.6,52162.84987277354
인천광역시,2011,40 - 44세,59.0,46.0,128260.86956521738
인천광역시,2011,45 - 49세,71.0,55.1,128856.62431941925
인천광역시,2011,50 - 54세,79.0,64.7,122102.00927357031
인천광역시,2011,55 - 59세,53.0,66.7,79460.26986506747
인천광역시,2011,60 - 64세,45.0,83.3,54021.60864345739
인천광역시,2012,40 - 44세,69.0,52.6,131178.7072243346
인천광역시,2012,45 - 49세,61.0,48.4,126033.05785123969
인천광역시,2012,50 - 54세,66.0,51.3,128654.97076023393
인천광역시,2012,55 - 59세,62.0,70.8,87570.62146892656
인천광역시,2012,60 - 64세,30.0,53.3,56285.17823639775
인천광역시,2013,40 - 44세,61.0,46.1,132321.04121475056
인천광역시,2013,45 - 49세,81.0,64.5,125581.3953488372
인천광역시,2013,50 - 54세,78.0,59.2,131756.75675675675
인천광역시,2013,55 - 59세,55.0,57.5,95652.17391304349
인천광역시,2013,60 - 64세,36.0,60.6,59405.9405940594
인천광역시,2014,40 - 44세,76.0,57.6,131944.44444444444
인천광역시,2014,45 - 49세,58.0,45.7,126914.66083150984
인천광역시,2014,50 - 54세,95.0,71.8,132311.97771587744
인천광역시,2014,55 - 59세,65.0,62.2,104501.6077170418
인천광역시,2014,60 - 64세,50.0,79.5,62893.08176100629
인천광역시,2015,40 - 44세,58.0,44.6,130044.84304932735
인천광역시,2015,45 - 49세,55.0,43.2,127314.81481481482
인천광역시,2015,50 - 54세,79.0,60.2,131229.2358803987
인천광역시,2015,55 - 59세,68.0,60.6,112211.22112211221
인천광역시,2015,60 - 64세,29.0,42.0,69047.61904761905
인천광역시,2016,40 - 44세,50.0,39.6,126262.62626262625
인천광역시,2016,45 - 49세,50.0,38.7,129198.96640826874
인천광역시,2016,50 - 54세,59.0,46.0,128260.86956521738
인천광역시,2016,55 - 59세,70.0,58.4,119863.01369863015
인천광역시,2016,60 - 64세,40.0,51.7,77369.43907156673
인천광역시,2017,40 - 44세,51.0,41.7,122302.15827338128
인천광역시,2017,45 - 49세,56.0,42.6,131455.39906103286
인천광역시,2017,50 - 54세,52.0,41.7,124700.23980815348
인천광역시,2017,55 - 59세,63.0,50.1,125748.50299401197
인천광역시,2017,60 - 64세,44.0,51.9,84778.42003853565
인천광역시,2018,40 - 44세,47.0,39.7,118387.90931989925
인천광역시,2018,45 - 49세,66.0,50.0,132000.0
인천광역시,2018,50 - 54세,62.0,50.1,123752.49500998005
인천광역시,2018,55 - 59세,68.0,53.0,128301.88679245282
인천광역시,2018,60 - 64세,55.0,59.7,92127.30318257956
인천광역시,2019,40 - 44세,57.0,49.0,116326.5306122449
인천광역시,2019,45 - 49세,75.0,57.2,131118.8811188811
인천광역시,2019,50 - 54세,58.0,46.5,124731.18279569893
인천광역시,2019,55 - 59세,54.0,41.9,128878.2816229117
인천광역시,2019,60 - 64세,61.0,60.8,100328.94736842107
인천광역시,2020,40 - 44세,51.0,43.7,116704.80549199085
인천광역시,2020,45 - 49세,48.0,37.3,128686.327077748
인천광역시,2020,50 - 54세,52.0,41.5,125301.20481927712
인천광역시,2020,55 - 59세,67.0,52.5,127619.0476190476
인천광역시,2020,60 - 64세,66.0,61.4,107491.85667752444
인천광역시,2021,40 - 44세,51.0,42.8,119158.8785046729
인천광역시,2021,45 - 49세,47.0,37.6,125000.0
인천광역시,2021,50 - 54세,51.0,40.1,127182.04488778056
인천광역시,2021,55 - 59세,48.0,38.5,124675.32467532468
인천광역시,2021,60 - 64세,43.0,37.5,114666.66666666667
인천광역시,2022,40 - 44세,53.0,43.1,122969.83758700694
인천광역시,2022,45 - 49세,44.0,36.2,121546.96132596685
인천광역시,2022,50 - 54세,73.0,56.2,129893.2384341637
인천광역시,2022,55 - 59세,55.0,45.1,121951.21951219512
인천광역시,2022,60 - 64세,35.0,29.0,120689.6551724138
인천광역시,2023,40 - 44세,72.0,57.1,126094.57092819613
인천광역시,2023,45 - 49세,64.0,53.8,118959.10780669145
인천광역시,2023,50 - 54세,52.0,39.6,131313.1313131313
인천광역시,2023,55 - 59세,75.0,61.6,121753.24675324674
인천광역시,2023,60 - 64세,62.0,50.1,123752.49500998005
인천광역시,2024,40 - 44세,76.0,60.4,125827.81456953642
인천광역시,2024,45 - 49세,69.0,58.5,117948.71794871795
인천광역시,2024,50 - 54세,86.0,65.5,131297.7099236641
인천광역시,2024,55 - 59세,78.0,63.3,123222.74881516588
인천광역시,2024,60 - 64세,57.0,45.6,125000.0
전라남도,1996,40 - 44세,13.0,20.6,63106.79611650485
전라남도,1996,45 - 49세,11.0,18.2,60439.560439560446
전라남도,1996,50 - 54세,17.0,29.8,57046.979865771806
전라남도,1996,55 - 59세,16.0,26.1,61302.68199233716
전라남도,1996,60 - 64세,13.0,27.3,47619.04761904762
전라남도,1997,40 - 44세,17.0,26.0,65384.61538461538
전라남도,1997,45 - 49세,11.0,18.2,60439.560439560446
전라남도,1997,50 - 54세,12.0,22.1,54298.64253393665
전라남도,1997,55 - 59세,13.0,20.6,63106.79611650485
전라남도,1997,60 - 64세,11.0,22.1,49773.755656108595
전라남도,1998,40 - 44세,29.0,41.7,69544.36450839328
전라남도,1998,45 - 49세,16.0,26.9,59479.553903345724
전라남도,1998,50 - 54세,19.0,35.4,53672.3163841808
전라남도,1998,55 - 59세,21.0,33.4,62874.25149700599
전라남도,1998,60 - 64세,12.0,23.1,51948.05194805194
전라남도,1999,40 - 44세,42.0,56.4,74468.08510638298
전라남도,1999,45 - 49세,34.0,57.9,58721.93436960277
전라남도,1999,50 - 54세,28.0,50.4,55555.555555555555
전라남도,1999,55 - 59세,15.0,25.2,59523.80952380953
전라남도,1999,60 - 64세,26.0,48.5,53608.24742268041
전라남도,2000,40 - 44세,28.0,35.7,78431.37254901961
전라남도,2000,45 - 49세,13.0,21.6,60185.18518518518
전라남도,2000,50 - 54세,18.0,31.3,57507.987220447285
전라남도,2000,55 - 59세,18.0,32.0,56250.0
전라남도,2000,60 - 64세,12.0,22.1,54298.64253393665
전라남도,2001,40 - 44세,23.0,28.2,81560.28368794327
전라남도,2001,45 - 49세,21.0,33.8,62130.17751479291
전라남도,2001,50 - 54세,22.0,37.4,58823.529411764706
전라남도,2001,55 - 59세,22.0,41.1,53527.98053527981
