region,year,age,deaths,rate,age_population_est
대구광역시,2013,45 - 49세,59.0,54.9,107468.12386156648
대구광역시,2013,50 - 54세,54.0,49.1,109979.63340122199
대구광역시,2013,55 - 59세,54.0,63.3,85308.05687203792
대구광역시,2013,60 - 64세,25.0,40.9,61124.694376528125
대구광역시,2014,40 - 44세,35.0,32.3,108359.13312693499
대구광역시,2014,45 - 49세,47.0,43.1,109048.72389791183
대구광역시,2014,50 - 54세,60.0,54.8,109489.05109489051
대구광역시,2014,55 - 59세,45.0,49.8,90361.44578313253
대구광역시,2014,60 - 64세,40.0,63.4,63091.48264984227
대구광역시,2015,40 - 44세,40.0,38.0,105263.15789473684
대구광역시,2015,45 - 49세,51.0,46.5,109677.4193548387
대구광역시,2015,50 - 54세,61.0,56.7,107583.77425044093
대구광역시,2015,55 - 59세,51.0,53.6,95149.25373134328
대구광역시,2015,60 - 64세,43.0,64.5,66666.66666666666
대구광역시,2016,40 - 44세,25.0,24.8,100806.45161290323
대구광역시,2016,45 - 49세,42.0,38.0,110526.3157894737
대구광역시,2016,50 - 54세,51.0,48.6,104938.27160493827
대구광역시,2016,55 - 59세,54.0,54.4,99264.70588235294
대구광역시,2016,60 - 64세,35.0,48.9,71574.64212678936
대구광역시,2017,40 - 44세,33.0,34.2,96491.22807017542
대구광역시,2017,45 - 49세,55.0,49.7,110663.98390342052
대구광역시,2017,50 - 54세,45.0,43.8,102739.72602739726
대구광역시,2017,55 - 59세,67.0,65.3,102603.36906584993
대구광역시,2017,60 - 64세,46.0,60.6,75907.5907590759
대구광역시,2018,40 - 44세,46.0,50.0,92000.0
대구광역시,2018,45 - 49세,59.0,54.2,108856.0885608856
대구광역시,2018,50 - 54세,48.0,46.5,103225.8064516129
대구광역시,2018,55 - 59세,47.0,45.3,103752.75938189845
대구광역시,2018,60 - 64세,42.0,52.7,79696.394686907
대구광역시,2019,40 - 44세,43.0,48.6,88477.36625514404
대구광역시,2019,45 - 49세,59.0,55.7,105924.59605026929
대구광역시,2019,50 - 54세,49.0,46.9,104477.61194029852
대구광역시,2019,55 - 59세,62.0,60.2,102990.03322259134
대구광역시,2019,60 - 64세,54.0,64.1,84243.36973478939
대구광역시,2020,40 - 44세,38.0,43.6,87155.9633027523
대구광역시,2020,45 - 49세,41.0,40.0,102499.99999999999
대구광역시,2020,50 - 54세,51.0,48.6,104938.27160493827
대구광역시,2020,55 - 59세,43.0,42.4,101415.09433962264
대구광역시,2020,60 - 64세,29.0,32.7,88685.01529051988
대구광역시,2021,40 - 44세,37.0,42.5,87058.82352941176
대구광역시,2021,45 - 49세,32.0,32.7,97859.32721712536
대구광역시,2021,50 - 54세,55.0,52.1,105566.21880998081
대구광역시,2021,55 - 59세,60.0,60.6,99009.900990099
대구광역시,2021,60 - 64세,45.0,48.9,92024.53987730062
대구광역시,2022,40 - 44세,36.0,41.3,87167.07021791769
대구광역시,2022,45 - 49세,46.0,49.4,93117.4089068826
대구광역시,2022,50 - 54세,55.0,52.1,105566.21880998081
대구광역시,2022,55 - 59세,37.0,38.3,96605.74412532638
대구광역시,2022,60 - 64세,49.0,51.7,94777.56286266923
대구광역시,2023,40 - 44세,40.0,45.6,87719.29824561403
대구광역시,2023,45 - 49세,52.0,58.0,89655.1724137931
대구광역시,2023,50 - 54세,48.0,45.6,105263.15789473684
대구광역시,2023,55 - 59세,44.0,44.7,98434.00447427292
대구광역시,2023,60 - 64세,46.0,47.1,97664.54352441613
대구광역시,2024,40 - 44세,42.0,48.9,85889.57055214724
대구광역시,2024,45 - 49세,50.0,57.7,86655.11265164644
대구광역시,2024,50 - 54세,63.0,61.3,102773.24632952691
대구광역시,2024,55 - 59세,48.0,47.8,100418.410041841
대구광역시,2024,60 - 64세,48.0,49.2,97560.97560975609
대전광역시,1996,40 - 44세,7.0,14.8,47297.2972972973
대전광역시,1996,45 - 49세,13.0,37.8,34391.5343915344
대전광역시,1996,50 - 54세,9.0,34.2,26315.78947368421
대전광역시,1996,55 - 59세,5.0,23.8,21008.40336134454
대전광역시,1996,60 - 64세,7.0,48.4,14462.809917355373
대전광역시,1997,40 - 44세,16.0,31.1,51446.94533762058
대전광역시,1997,45 - 49세,4.0,11.1,36036.03603603604
대전광역시,1997,50 - 54세,6.0,22.8,26315.78947368421
대전광역시,1997,55 - 59세,8.0,35.3,22662.8895184136
대전광역시,1997,60 - 64세,5.0,31.9,15673.981191222572
대전광역시,1998,40 - 44세,21.0,38.1,55118.11023622048
대전광역시,1998,45 - 49세,19.0,50.3,37773.35984095428
대전광역시,1998,50 - 54세,15.0,54.8,27372.26277372263
대전광역시,1998,55 - 59세,12.0,49.8,24096.38554216868
대전광역시,1998,60 - 64세,9.0,53.5,16822.429906542056
대전광역시,1999,40 - 44세,18.0,30.7,58631.92182410424
대전광역시,1999,45 - 49세,16.0,40.4,39603.960396039605
대전광역시,1999,50 - 54세,9.0,30.7,29315.96091205212
대전광역시,1999,55 - 59세,6.0,24.4,24590.163934426233
대전광역시,1999,60 - 64세,7.0,38.9,17994.85861182519
대전광역시,2000,40 - 44세,10.0,16.2,61728.395061728406
대전광역시,2000,45 - 49세,19.0,44.5,42696.629213483146
대전광역시,2000,50 - 54세,13.0,41.3,31476.997578692495
대전광역시,2000,55 - 59세,7.0,28.1,24911.03202846975
대전광역시,2000,60 - 64세,4.0,21.2,18867.92452830189
대전광역시,2001,40 - 44세,21.0,32.5,64615.38461538462
대전광역시,2001,45 - 49세,18.0,38.5,46753.24675324675
대전광역시,2001,50 - 54세,5.0,15.0,33333.33333333333
대전광역시,2001,55 - 59세,12.0,47.7,25157.232704402515
대전광역시,2001,60 - 64세,6.0,30.5,19672.131147540982
대전광역시,2002,40 - 44세,17.0,25.4,66929.13385826771
대전광역시,2002,45 - 49세,19.0,37.6,50531.914893617024
대전광역시,2002,50 - 54세,15.0,43.1,34802.78422273782
대전광역시,2002,55 - 59세,13.0,51.4,25291.82879377432
대전광역시,2002,60 - 64세,10.0,46.9,21321.961620469086
대전광역시,2003,40 - 44세,26.0,38.6,67357.51295336787
대전광역시,2003,45 - 49세,25.0,46.3,53995.680345572364
대전광역시,2003,50 - 54세,15.0,41.4,36231.884057971016
대전광역시,2003,55 - 59세,17.0,64.9,26194.144838212636
대전광역시,2003,60 - 64세,10.0,44.1,22675.736961451246
대전광역시,2004,40 - 44세,25.0,37.4,66844.91978609626
대전광역시,2004,45 - 49세,24.0,42.0,57142.85714285714
대전광역시,2004,50 - 54세,17.0,44.9,37861.91536748329
대전광역시,2004,55 - 59세,14.0,50.2,27888.44621513944
대전광역시,2004,60 - 64세,24.0,104.1,23054.75504322767
대전광역시,2005,40 - 44세,19.0,28.9,65743.9446366782
대전광역시,2005,45 - 49세,33.0,55.1,59891.10707803993
대전광역시,2005,50 - 54세,19.0,46.6,40772.5321888412
대전광역시,2005,55 - 59세,18.0,60.3,29850.74626865672
대전광역시,2005,60 - 64세,25.0,106.8,23408.239700374532
대전광역시,2006,40 - 44세,23.0,35.9,64066.85236768802
대전광역시,2006,45 - 49세,31.0,49.4,62753.03643724697
대전광역시,2006,50 - 54세,17.0,38.1,44619.422572178475
대전광역시,2006,55 - 59세,27.0,86.0,31395.3488372093
대전광역시,2006,60 - 64세,21.0,88.7,23675.31003382187
대전광역시,2007,40 - 44세,27.0,43.2,62500.0
대전광역시,2007,45 - 49세,19.0,29.2,65068.49315068494
대전광역시,2007,50 - 54세,18.0,37.3,48257.3726541555
대전광역시,2007,55 - 59세,16.0,48.8,32786.88524590164
대전광역시,2007,60 - 64세,9.0,37.8,23809.52380952381
대전광역시,2008,40 - 44세,15.0,23.7,63291.13924050633
대전광역시,2008,45 - 49세,20.0,30.4,65789.47368421053
대전광역시,2008,50 - 54세,27.0,52.3,51625.23900573615
대전광역시,2008,55 - 59세,20.0,58.5,34188.03418803419
대전광역시,2008,60 - 64세,16.0,64.9,24653.312788906005
대전광역시,2009,40 - 44세,28.0,42.9,65268.065268065264
대전광역시,2009,45 - 49세,46.0,70.3,65433.85490753913
대전광역시,2009,50 - 54세,28.0,51.1,54794.520547945205
대전광역시,2009,55 - 59세,18.0,50.2,35856.57370517928
대전광역시,2009,60 - 64세,16.0,61.0,26229.508196721312
대전광역시,2010,40 - 44세,34.0,51.0,66666.66666666666
대전광역시,2010,45 - 49세,37.0,57.4,64459.930313588855
대전광역시,2010,50 - 54세,29.0,50.3,57654.07554671969
대전광역시,2010,55 - 59세,23.0,59.4,38720.53872053872
대전광역시,2010,60 - 64세,10.0,35.6,28089.887640449433
대전광역시,2011,40 - 44세,27.0,39.4,68527.9187817259
대전광역시,2011,45 - 49세,28.0,44.5,62921.34831460674
대전광역시,2011,50 - 54세,31.0,51.2,60546.875
대전광역시,2011,55 - 59세,23.0,54.1,42513.863216266174
대전광역시,2011,60 - 64세,20.0,67.7,29542.097488921714
대전광역시,2012,40 - 44세,30.0,42.8,70093.45794392524
대전광역시,2012,45 - 49세,16.0,26.0,61538.46153846154
대전광역시,2012,50 - 54세,25.0,39.8,62814.0703517588
대전광역시,2012,55 - 59세,19.0,41.1,46228.710462287105
대전광역시,2012,60 - 64세,18.0,58.2,30927.835051546394
대전광역시,2013,40 - 44세,22.0,31.3,70287.53993610224
대전광역시,2013,45 - 49세,23.0,36.8,62500.0
대전광역시,2013,50 - 54세,30.0,47.2,63559.3220338983
대전광역시,2013,55 - 59세,21.0,42.6,49295.77464788732
대전광역시,2013,60 - 64세,23.0,71.1,32348.804500703238
대전광역시,2014,40 - 44세,31.0,44.6,69506.7264573991
대전광역시,2014,45 - 49세,26.0,40.3,64516.129032258075
대전광역시,2014,50 - 54세,37.0,58.5,63247.86324786324
대전광역시,2014,55 - 59세,33.0,63.0,52380.95238095238
대전광역시,2014,60 - 64세,19.0,56.0,33928.57142857143
대전광역시,2015,40 - 44세,18.0,26.8,67164.1791044776
대전광역시,2015,45 - 49세,38.0,57.9,65630.39723661485
대전광역시,2015,50 - 54세,36.0,58.0,62068.965517241384
대전광역시,2015,55 - 59세,31.0,56.5,54867.25663716814
대전광역시,2015,60 - 64세,19.0,52.1,36468.330134357006
대전광역시,2016,40 - 44세,31.0,48.6,63786.00823045267
대전광역시,2016,45 - 49세,39.0,58.4,66780.82191780822
대전광역시,2016,50 - 54세,29.0,48.2,60165.97510373444
대전광역시,2016,55 - 59세,26.0,45.4,57268.72246696035
대전광역시,2016,60 - 64세,17.0,42.7,39812.646370023416
대전광역시,2017,40 - 44세,14.0,23.1,60606.06060606061
대전광역시,2017,45 - 49세,27.0,39.9,67669.17293233084
대전광역시,2017,50 - 54세,22.0,37.6,58510.63829787234
대전광역시,2017,55 - 59세,26.0,44.1,58956.91609977324
대전광역시,2017,60 - 64세,15.0,34.9,42979.94269340974
대전광역시,2018,40 - 44세,20.0,34.6,57803.468208092476
대전광역시,2018,45 - 49세,30.0,44.6,67264.57399103139
대전광역시,2018,50 - 54세,21.0,35.6,58988.76404494382
대전광역시,2018,55 - 59세,46.0,77.8,59125.96401028278
대전광역시,2018,60 - 64세,34.0,74.5,45637.58389261745
대전광역시,2019,40 - 44세,23.0,41.4,55555.555555555555
대전광역시,2019,45 - 49세,34.0,51.7,65764.02321083171
대전광역시,2019,50 - 54세,32.0,52.8,60606.06060606061
대전광역시,2019,55 - 59세,28.0,47.9,58455.11482254697
대전광역시,2019,60 - 64세,37.0,76.9,48114.43433029909
대전광역시,2020,40 - 44세,21.0,38.5,54545.454545454544
대전광역시,2020,45 - 49세,35.0,54.9,63752.27686703097
대전광역시,2020,50 - 54세,24.0,38.8,61855.67010309279
대전광역시,2020,55 - 59세,27.0,47.0,57446.8085106383
대전광역시,2020,60 - 64세,18.0,35.7,50420.16806722689
대전광역시,2021,40 - 44세,25.0,45.7,54704.59518599562
대전광역시,2021,45 - 49세,28.0,46.0,60869.56521739131
대전광역시,2021,50 - 54세,27.0,42.7,63231.85011709601
대전광역시,2021,55 - 59세,31.0,55.6,55755.39568345324
대전광역시,2021,60 - 64세,29.0,55.1,52631.57894736842
대전광역시,2022,40 - 44세,17.0,30.9,55016.181229773465
대전광역시,2022,45 - 49세,18.0,31.0,58064.516129032265
대전광역시,2022,50 - 54세,15.0,23.3,64377.68240343348
대전광역시,2022,55 - 59세,25.0,46.0,54347.82608695652
대전광역시,2022,60 - 64세,35.0,64.5,54263.56589147286
대전광역시,2023,40 - 44세,19.0,34.5,55072.463768115944
대전광역시,2023,45 - 49세,29.0,52.2,55555.555555555555
대전광역시,2023,50 - 54세,28.0,43.6,64220.18348623852
대전광역시,2023,55 - 59세,24.0,43.4,55299.53917050692
대전광역시,2023,60 - 64세,18.0,33.0,54545.454545454544
대전광역시,2024,40 - 44세,30.0,55.8,53763.44086021506
대전광역시,2024,45 - 49세,24.0,44.7,53691.275167785236
대전광역시,2024,50 - 54세,37.0,58.7,63032.36797274275
대전광역시,2024,55 - 59세,30.0,52.3,57361.376673040155
대전광역시,2024,60 - 64세,28.0,51.6,54263.56589147286
부산광역시,1996,40 - 44세,29.0,18.5,156756.75675675675
부산광역시,1996,45 - 49세,39.0,31.9,122257.05329153607
부산광역시,1996,50 - 54세,37.0,37.5,98666.66666666667
부산광역시,1996,55 - 59세,22.0,27.6,79710.14492753622
부산광역시,1996,60 - 64세,29.0,56.4,51418.43971631206
부산광역시,1997,40 - 44세,31.0,19.0,163157.8947368421
부산광역시,1997,45 - 49세,46.0,36.4,126373.62637362636
부산광역시,1997,50 - 54세,37.0,37.6,98404.25531914894
부산광역시,1997,55 - 59세,35.0,41.0,85365.85365853658
부산광역시,1997,60 - 64세,27.0,48.9,55214.72392638037
부산광역시,1998,40 - 44세,82.0,48.7,168377.82340862422
부산광역시,1998,45 - 49세,74.0,57.3,129144.85165794067
부산광역시,1998,50 - 54세,48.0,47.8,100418.410041841
부산광역시,1998,55 - 59세,42.0,46.5,90322.58064516129
부산광역시,1998,60 - 64세,47.0,79.7,58971.141781681305
부산광역시,1999,40 - 44세,48.0,27.8,172661.8705035971
부산광역시,1999,45 - 49세,38.0,28.7,132404.181184669
부산광역시,1999,50 - 54세,40.0,38.3,104438.64229765013
부산광역시,1999,55 - 59세,24.0,26.1,91954.02298850575
부산광역시,1999,60 - 64세,23.0,36.4,63186.81318681318
부산광역시,2000,40 - 44세,39.0,22.3,174887.89237668162
부산광역시,2000,45 - 49세,37.0,26.5,139622.64150943395
부산광역시,2000,50 - 54세,24.0,21.9,109589.04109589042
부산광역시,2000,55 - 59세,36.0,39.3,91603.05343511452
부산광역시,2000,60 - 64세,26.0,38.9,66838.04627249358
부산광역시,2001,40 - 44세,54.0,30.6,176470.58823529413
부산광역시,2001,45 - 49세,55.0,37.2,147849.46236559137
부산광역시,2001,50 - 54세,43.0,37.6,114361.70212765958
부산광역시,2001,55 - 59세,39.0,43.1,90487.23897911832
부산광역시,2001,60 - 64세,36.0,50.9,70726.91552062868
부산광역시,2002,40 - 44세,53.0,30.1,176079.7342192691
부산광역시,2002,45 - 49세,57.0,37.1,153638.8140161725
부산광역시,2002,50 - 54세,41.0,34.7,118155.61959654177
부산광역시,2002,55 - 59세,28.0,31.0,90322.58064516129
부산광역시,2002,60 - 64세,48.0,63.2,75949.36708860759
부산광역시,2003,40 - 44세,65.0,37.8,171957.67195767196
부산광역시,2003,45 - 49세,67.0,42.2,158767.77251184834
부산광역시,2003,50 - 54세,68.0,56.5,120353.98230088496
부산광역시,2003,55 - 59세,57.0,61.7,92382.49594813613
부산광역시,2003,60 - 64세,63.0,78.5,80254.7770700637
부산광역시,2004,40 - 44세,80.0,48.3,165631.4699792961
부산광역시,2004,45 - 49세,77.0,47.2,163135.59322033898
부산광역시,2004,50 - 54세,77.0,62.4,123397.4358974359
부산광역시,2004,55 - 59세,83.0,86.2,96287.7030162413
부산광역시,2004,60 - 64세,71.0,86.5,82080.92485549134
부산광역시,2005,40 - 44세,66.0,41.8,157894.73684210525
부산광역시,2005,45 - 49세,69.0,41.7,165467.62589928057
부산광역시,2005,50 - 54세,86.0,65.9,130500.75872534141
부산광역시,2005,55 - 59세,77.0,76.1,101182.6544021025
부산광역시,2005,60 - 64세,75.0,91.5,81967.21311475411
부산광역시,2006,40 - 44세,58.0,38.6,150259.06735751295
부산광역시,2006,45 - 49세,64.0,38.2,167539.26701570678
부산광역시,2006,50 - 54세,76.0,54.8,138686.13138686132
부산광역시,2006,55 - 59세,67.0,63.4,105678.23343848581
부산광역시,2006,60 - 64세,52.0,64.0,81250.0
부산광역시,2007,40 - 44세,47.0,32.6,144171.77914110429
부산광역시,2007,45 - 49세,74.0,44.0,168181.81818181818
부산광역시,2007,50 - 54세,66.0,45.6,144736.84210526317
부산광역시,2007,55 - 59세,61.0,55.7,109515.26032315977
부산광역시,2007,60 - 64세,58.0,71.0,81690.14084507042
부산광역시,2008,40 - 44세,61.0,42.9,142191.1421911422
부산광역시,2008,45 - 49세,70.0,42.4,165094.3396226415
부산광역시,2008,50 - 54세,65.0,43.2,150462.96296296295
부산광역시,2008,55 - 59세,55.0,49.0,112244.89795918367
부산광역시,2008,60 - 64세,65.0,77.2,84196.89119170984
부산광역시,2009,40 - 44세,64.0,44.7,143176.7337807606
부산광역시,2009,45 - 49세,90.0,56.3,159857.90408525756
부산광역시,2009,50 - 54세,97.0,62.5,155200.0
부산광역시,2009,55 - 59세,75.0,65.0,115384.61538461538
부산광역시,2009,60 - 64세,55.0,62.4,88141.02564102564
부산광역시,2010,40 - 44세,48.0,33.4,143712.5748502994
부산광역시,2010,45 - 49세,101.0,66.0,153030.30303030304
부산광역시,2010,50 - 54세,89.0,56.3,158081.70515097692
부산광역시,2010,55 - 59세,89.0,72.7,122420.90784044015
부산광역시,2010,60 - 64세,74.0,79.7,92848.18067754077
부산광역시,2011,40 - 44세,67.0,46.3,144708.42332613393
부산광역시,2011,45 - 49세,80.0,54.8,145985.401459854
부산광역시,2011,50 - 54세,93.0,57.9,160621.7616580311
부산광역시,2011,55 - 59세,81.0,62.1,130434.78260869565
부산광역시,2011,60 - 64세,64.0,66.0,96969.69696969698
부산광역시,2012,40 - 44세,75.0,51.5,145631.06796116504
부산광역시,2012,45 - 49세,64.0,45.6,140350.87719298244
부산광역시,2012,50 - 54세,85.0,52.7,161290.32258064515
부산광역시,2012,55 - 59세,83.0,60.8,136513.15789473685
부산광역시,2012,60 - 64세,66.0,65.5,100763.35877862594
부산광역시,2013,40 - 44세,92.0,63.6,144654.08805031446
부산광역시,2013,45 - 49세,73.0,52.8,138257.57575757575
부산광역시,2013,50 - 54세,88.0,55.5,158558.55855855855
부산광역시,2013,55 - 59세,93.0,65.5,141984.73282442748
부산광역시,2013,60 - 64세,76.0,73.3,103683.49249658937
부산광역시,2014,40 - 44세,85.0,59.7,142378.55946398657
부산광역시,2014,45 - 49세,80.0,57.4,139372.82229965157
부산광역시,2014,50 - 54세,95.0,61.8,153721.68284789645
부산광역시,2014,55 - 59세,79.0,53.8,146840.1486988848
부산광역시,2014,60 - 64세,60.0,56.1,106951.87165775402
부산광역시,2015,40 - 44세,71.0,51.1,138943.24853228964
부산광역시,2015,45 - 49세,68.0,48.3,140786.74948240168
부산광역시,2015,50 - 54세,75.0,50.9,147347.7406679764
부산광역시,2015,55 - 59세,99.0,66.1,149773.07110438732
부산광역시,2015,60 - 64세,71.0,62.5,113599.99999999999
부산광역시,2016,40 - 44세,65.0,48.6,133744.85596707818
부산광역시,2016,45 - 49세,75.0,52.8,142045.45454545456
부산광역시,2016,50 - 54세,79.0,56.3,140319.71580817053
부산광역시,2016,55 - 59세,76.0,50.0,152000.0
부산광역시,2016,60 - 64세,69.0,57.0,121052.63157894737
부산광역시,2017,40 - 44세,49.0,38.2,128272.25130890052
부산광역시,2017,45 - 49세,66.0,46.3,142548.59611231103
부산광역시,2017,50 - 54세,65.0,48.1,135135.13513513512
부산광역시,2017,55 - 59세,76.0,49.8,152610.4417670683
부산광역시,2017,60 - 64세,61.0,48.2,126556.01659751037
부산광역시,2018,40 - 44세,42.0,34.1,123167.15542521994
부산광역시,2018,45 - 49세,77.0,54.5,141284.40366972476
부산광역시,2018,50 - 54세,83.0,62.3,133226.3242375602
부산광역시,2018,55 - 59세,69.0,46.0,150000.0
부산광역시,2018,60 - 64세,72.0,54.7,131627.05667276052
부산광역시,2019,40 - 44세,54.0,44.9,120267.26057906459
부산광역시,2019,45 - 49세,61.0,44.0,138636.36363636365
부산광역시,2019,50 - 54세,68.0,50.7,134122.28796844181
부산광역시,2019,55 - 59세,91.0,62.6,145367.41214057506
부산광역시,2019,60 - 64세,85.0,62.4,136217.94871794872
부산광역시,2020,40 - 44세,52.0,43.0,120930.23255813953
부산광역시,2020,45 - 49세,65.0,48.3,134575.56935817807
부산광역시,2020,50 - 54세,67.0,49.6,135080.64516129033
부산광역시,2020,55 - 59세,68.0,48.8,139344.26229508198
부산광역시,2020,60 - 64세,71.0,51.0,139215.6862745098
부산광역시,2021,40 - 44세,44.0,35.6,123595.50561797751
부산광역시,2021,45 - 49세,45.0,34.9,128939.82808022923
부산광역시,2021,50 - 54세,69.0,50.6,136363.63636363635
부산광역시,2021,55 - 59세,57.0,42.8,133177.57009345794
부산광역시,2021,60 - 64세,66.0,46.6,141630.90128755366
부산광역시,2022,40 - 44세,46.0,36.5,126027.39726027397
부산광역시,2022,45 - 49세,65.0,52.6,123574.14448669202
부산광역시,2022,50 - 54세,58.0,42.3,137115.83924349883
부산광역시,2022,55 - 59세,53.0,41.4,128019.3236714976
부산광역시,2022,60 - 64세,68.0,47.7,142557.65199161426
부산광역시,2023,40 - 44세,65.0,51.5,126213.59223300972
부산광역시,2023,45 - 49세,53.0,44.5,119101.12359550562
부산광역시,2023,50 - 54세,75.0,55.1,136116.15245009074
부산광역시,2023,55 - 59세,74.0,58.4,126712.32876712328
부산광역시,2023,60 - 64세,84.0,59.9,140233.72287145242
부산광역시,2024,40 - 44세,54.0,43.9,123006.83371298407
부산광역시,2024,45 - 49세,60.0,51.4,116731.51750972764
부산광역시,2024,50 - 54세,57.0,42.6,133802.81690140846
부산광역시,2024,55 - 59세,75.0,58.6,127986.34812286688
부산광역시,2024,60 - 64세,73.0,53.5,136448.59813084113
서울특별시,1996,40 - 44세,78.0,19.7,395939.0862944163
서울특별시,1996,45 - 49세,66.0,20.7,318840.5797101449
서울특별시,1996,50 - 54세,66.0,24.2,272727.27272727276
서울특별시,1996,55 - 59세,53.0,25.2,210317.46031746033
서울특별시,1996,60 - 64세,39.0,30.5,127868.8524590164
서울특별시,1997,40 - 44세,70.0,17.1,409356.7251461988
서울특별시,1997,45 - 49세,75.0,23.6,317796.6101694915
서울특별시,1997,50 - 54세,65.0,24.3,267489.71193415637
서울특별시,1997,55 - 59세,64.0,28.4,225352.11267605633
서울특별시,1997,60 - 64세,44.0,31.8,138364.77987421383
서울특별시,1998,40 - 44세,141.0,33.7,418397.62611275964
서울특별시,1998,45 - 49세,112.0,34.8,321839.0804597701
서울특별시,1998,50 - 54세,109.0,40.4,269801.9801980198
서울특별시,1998,55 - 59세,118.0,49.4,238866.39676113363
서울특별시,1998,60 - 64세,91.0,61.0,149180.32786885247
서울특별시,1999,40 - 44세,75.0,17.4,431034.48275862075
서울특별시,1999,45 - 49세,72.0,22.0,327272.7272727273
서울특별시,1999,50 - 54세,57.0,20.5,278048.78048780485
서울특별시,1999,55 - 59세,77.0,31.8,242138.36477987422
서울특별시,1999,60 - 64세,63.0,39.0,161538.46153846153
서울특별시,2000,40 - 44세,73.0,16.6,439759.03614457825
서울특별시,2000,45 - 49세,49.0,14.3,342657.3426573426
서울특별시,2000,50 - 54세,63.0,22.0,286363.63636363635
서울특별시,2000,55 - 59세,70.0,28.8,243055.55555555553
서울특별시,2000,60 - 64세,56.0,32.6,171779.14110429445
서울특별시,2001,40 - 44세,62.0,13.8,449275.3623188405
서울특별시,2001,45 - 49세,56.0,15.3,366013.0718954248
서울특별시,2001,50 - 54세,63.0,21.9,287671.23287671234
서울특별시,2001,55 - 59세,54.0,22.4,241071.4285714286
서울특별시,2001,60 - 64세,58.0,32.1,180685.35825545172
서울특별시,2002,40 - 44세,97.0,21.4,453271.0280373832
서울특별시,2002,45 - 49세,94.0,24.6,382113.82113821135
서울특별시,2002,50 - 54세,79.0,27.3,289377.28937728936
서울특별시,2002,55 - 59세,99.0,41.6,237980.76923076922
서울특별시,2002,60 - 64세,86.0,44.2,194570.13574660633
서울특별시,2003,40 - 44세,111.0,24.7,449392.71255060734
서울특별시,2003,45 - 49세,113.0,28.7,393728.2229965157
서울특별시,2003,50 - 54세,100.0,34.2,292397.6608187134
서울특별시,2003,55 - 59세,98.0,40.8,240196.0784313726
서울특별시,2003,60 - 64세,109.0,53.0,205660.3773584906
서울특별시,2004,40 - 44세,149.0,33.8,440828.402366864
서울특별시,2004,45 - 49세,156.0,38.3,407310.7049608355
서울특별시,2004,50 - 54세,120.0,40.2,298507.46268656716
서울특별시,2004,55 - 59세,105.0,42.4,247641.50943396226
서울특별시,2004,60 - 64세,124.0,59.4,208754.20875420878
서울특별시,2005,40 - 44세,130.0,30.1,431893.68770764116
서울특별시,2005,45 - 49세,136.0,32.5,418461.5384615385
서울특별시,2005,50 - 54세,124.0,39.4,314720.8121827411
서울특별시,2005,55 - 59세,100.0,39.0,256410.25641025644
서울특별시,2005,60 - 64세,111.0,52.7,210626.18595825424
서울특별시,2006,40 - 44세,123.0,29.2,421232.8767123288
서울특별시,2006,45 - 49세,138.0,32.3,427244.5820433437
서울특별시,2006,50 - 54세,109.0,32.3,337461.3003095976
서울특별시,2006,55 - 59세,109.0,41.9,260143.19809069214
서울특별시,2006,60 - 64세,134.0,63.4,211356.46687697162
서울특별시,2007,40 - 44세,115.0,27.7,415162.45487364626
서울특별시,2007,45 - 49세,136.0,31.4,433121.01910828025
서울특별시,2007,50 - 54세,118.0,33.2,355421.6867469879
서울특별시,2007,55 - 59세,100.0,37.9,263852.2427440633
서울특별시,2007,60 - 64세,85.0,40.2,211442.78606965172
서울특별시,2008,40 - 44세,119.0,28.5,417543.85964912275
서울특별시,2008,45 - 49세,142.0,32.9,431610.9422492401
서울특별시,2008,50 - 54세,134.0,36.2,370165.74585635355
서울특별시,2008,55 - 59세,129.0,47.9,269311.0647181629
서울특별시,2008,60 - 64세,101.0,46.8,215811.96581196584
서울특별시,2009,40 - 44세,152.0,35.6,426966.2921348314
서울특별시,2009,45 - 49세,161.0,37.7,427055.7029177718
서울특별시,2009,50 - 54세,188.0,48.7,386036.96098562627
서울특별시,2009,55 - 59세,134.0,48.4,276859.5041322314
서울특별시,2009,60 - 64세,133.0,59.3,224283.305227656
서울특별시,2010,40 - 44세,155.0,35.6,435393.25842696626
서울특별시,2010,45 - 49세,186.0,44.4,418918.91891891893
서울특별시,2010,50 - 54세,198.0,49.9,396793.5871743487
서울특별시,2010,55 - 59세,151.0,51.6,292635.6589147287
서울특별시,2010,60 - 64세,128.0,55.1,232304.90018148822
서울특별시,2011,40 - 44세,180.0,40.5,444444.44444444444
서울특별시,2011,45 - 49세,194.0,47.6,407563.025210084
서울특별시,2011,50 - 54세,189.0,46.7,404710.9207708779
서울특별시,2011,55 - 59세,176.0,56.2,313167.25978647685
서울특별시,2011,60 - 64세,129.0,54.9,234972.6775956284
서울특별시,2012,40 - 44세,152.0,33.6,452380.95238095237
서울특별시,2012,45 - 49세,159.0,40.0,397500.0
서울특별시,2012,50 - 54세,198.0,48.5,408247.42268041236
서울특별시,2012,55 - 59세,161.0,49.0,328571.4285714286
서울특별시,2012,60 - 64세,138.0,58.0,237931.03448275864
서울특별시,2013,40 - 44세,165.0,36.4,453296.7032967033
서울특별시,2013,45 - 49세,184.0,46.5,395698.9247311828
서울특별시,2013,50 - 54세,225.0,55.4,406137.1841155235
서울특별시,2013,55 - 59세,183.0,53.6,341417.9104477612
