survey_year,age_band,n,unique_people,weight_sum,age_wm,h_din_wm,CES_D_wm,SELF_ESTEEM_wm,AUDIT_wm,low_income_wm,high_income_wm,depression_high_wm,self_esteem_low_wm,problem_drinking_wm,high_risk_drinking_wm,p03_5_wm,p03_6_wm,p03_7_wm,p03_9_wm,p03_10_wm,p05_aq1_wm,p05_aq2_wm,p05_aq3_wm,p05_7aq1_mod_wm,p05_12aq1_wm,p03_composite_wm,p05_aq_composite_wm,cause,sex,suicide_deaths,suicide_rate,age_start
2022,45 - 49세,477,477,503.2478675163103,47.13600971552992,7318.695485029362,13.055351909009024,31.745061551148886,8.09535973472843,0.1750535581747906,0.1433874199789241,0.1533257675759886,0.1889889417688819,0.4983235931704577,0.1099203638226903,3.5906717810988376,3.1744498789743245,3.698125049555884,3.5779756026707883,3.742419413698229,5.7189889170889305,4.469109642569209,4.535356529334683,0.015121865931666,6.70662712877952,0.0193370883988849,-0.0521633164604212,고의적 자해(자살) (X60-X84),남자,865,41.9,45
2022,50 - 54세,523,523,594.8018410704058,52.01415522082302,7724.618557426175,13.776897500865752,31.374743723728,8.558493045147584,0.2055945235879595,0.1717214669236887,0.1807262639720573,0.2040580790489611,0.5162016682765045,0.1354652600227781,3.4495821627828325,3.1671839985665,3.604833666529491,3.5090467815966155,3.739678211462092,5.61989533213452,4.366239024433608,4.672423979319431,0.0110105236307495,6.478901768617086,-0.0623701186159557,-0.067599731184588,고의적 자해(자살) (X60-X84),남자,929,41.0,50
2022,55 - 59세,448,448,455.02255496653015,56.78552961535157,7436.862384138857,13.389870600818895,31.62805250116797,8.394079064317484,0.241178108711684,0.1807259631337447,0.1778579310419958,0.1930748816238694,0.5241147767485553,0.1031983180148789,3.4696378209317844,3.2093530018502485,3.715610038873181,3.478984633184768,3.7296711661183046,5.61674908585447,4.6886461544679,5.173593703308832,0.02007024123013,6.776631166805209,-0.0281266109688926,0.0350478205455166,고의적 자해(자살) (X60-X84),남자,907,44.3,55
2022,60 - 64세,552,552,386.3971143010482,61.89974670230429,6561.613194657644,13.94179208291254,31.311527022036213,7.720132548437574,0.2819228400376233,0.1238037912203219,0.2253831428444676,0.2052969457233224,0.4714904362336516,0.0733171306798144,3.318292491611312,3.034347648100951,3.6837564098963775,3.4529600988416003,3.711066328105383,5.486133079417804,4.700670880595698,5.2467100895548375,0.0156383172687443,6.500215391418934,-0.1275728352722506,0.0186205431879747,고의적 자해(자살) (X60-X84),남자,836,40.8,60
2023,40 - 44세,391,391,467.964449839924,42.02002540829051,7756.141009493488,13.210732833810868,32.29801355883257,8.363187214507105,0.1271185557779502,0.1567879178259926,0.1716410219794107,0.1439582768539397,0.534291997574756,0.1185238672200497,3.771629761662033,3.3878950834390937,3.8234689694796775,3.6525670487150568,3.781791723438328,6.049405185466682,4.466056380650126,4.432093995650283,0.0122072620373897,6.854893546904063,0.1799634719488773,0.0032012327061591,고의적 자해(자살) (X60-X84),남자,846,41.4,40
2023,45 - 49세,443,443,467.293747914193,47.03783693802588,7758.740954443597,13.169857025608556,32.06517591402483,8.406304971366984,0.1286315749791998,0.1496876071138627,0.1752004007746146,0.1723444255259718,0.507938611953617,0.1307214233688153,3.661469813169752,3.4154391808742504,3.777014747533755,3.647187892280907,3.8082077070589615,5.828793423977332,4.655987686668451,4.669297583081205,0.0133161664985658,6.945513717348034,0.1526195395956607,0.0105026278743289,고의적 자해(자살) (X60-X84),남자,890,44.7,45
2023,50 - 54세,539,539,562.3786083569606,52.02426032479069,8593.967345911156,13.30169552380805,31.76520618042945,8.02108970677594,0.1750835923739645,0.2063233049889231,0.1454092221714354,0.1771876072353377,0.4919724242486518,0.1040257555372225,3.56935507816878,3.2586046692098605,3.697952582409875,3.56304746077951,3.764305607609384,5.668755943702236,4.522295625838671,4.742068113998628,0.0207876848264829,6.544757659761633,0.0361401786337103,-0.0296497699931573,고의적 자해(자살) (X60-X84),남자,1045,46.1,50
2023,55 - 59세,452,452,482.6496456156164,56.87228704528824,7935.493562134325,13.291817087233698,31.292830465735225,8.867910115453803,0.2342480139048093,0.2326496347237428,0.170732832261679,0.2147915602460328,0.5332930036463978,0.15474122815948,3.484062130380721,3.221257262196988,3.738793434263187,3.476632671056106,3.727112948783037,5.487142549802022,4.642213432701583,4.999562749408914,0.0268205102539065,6.64478907230126,-0.0168051943132578,-0.0200147949971701,고의적 자해(자살) (X60-X84),남자,1011,49.1,55
2023,60 - 64세,514,514,438.2877218206417,62.03457007563871,6753.751623415935,13.861965789800085,30.89162394744507,8.21771385257667,0.3218474460604353,0.1488139996154938,0.2389378072848147,0.2317370959964801,0.4782301610231002,0.1225130074804039,3.3278318683226105,3.13145295575518,3.6340744801013662,3.479798077113315,3.7309320031974673,5.2999090456779605,4.453995740995518,5.003014838808579,0.0331743772330721,6.4561707255835055,-0.1035009016013049,-0.0813320311815596,고의적 자해(자살) (X60-X84),남자,1007,48.5,60
2024,40 - 44세,342,342,432.6291497843223,42.13994520045092,7554.061139316963,13.4647497471752,32.320696183016935,8.282297277542702,0.140857323992868,0.1327481574400332,0.1778121290041925,0.1544530732018394,0.4841066411498547,0.1139884830106849,3.6657287800445153,3.2690048808499044,3.7522938236576726,3.641625700718895,3.8092941232503454,5.91832756935032,4.235900257738028,4.159505064821175,0.0068799438443403,6.811134965366683,0.1124299533697918,-0.0869626354753776,고의적 자해(자살) (X60-X84),남자,953,47.5,40
2024,45 - 49세,432,432,455.9139767565065,46.99445745892532,8392.048217461997,13.058213878797266,32.34504893541243,8.417003628799732,0.1115793767897962,0.2180223059063779,0.1551866591215522,0.1484863126688546,0.5302563449240403,0.1079676062494692,3.639648790219302,3.3266774623484,3.781525924630628,3.606026349612404,3.786185374465048,5.801248426226219,4.580961665935478,4.54607377305336,0.0085886892478742,6.7451581118229145,0.1104949484909824,-0.0201404735487245,고의적 자해(자살) (X60-X84),남자,1066,54.9,45
2024,50 - 54세,510,510,513.7074314064884,51.985707908663,8230.061302316222,13.61713379913182,31.729541120427964,8.079937103546694,0.1718428979535796,0.217043924378374,0.1729448979243847,0.1890948529814304,0.4815818214867714,0.0945315708927108,3.483660825272559,3.226174745294621,3.739751579284343,3.536900936701812,3.723987587713232,5.728291266863117,4.687428247305445,4.8739929208544845,0.0103818892242361,6.612158101398103,-0.0008805418286514,0.0196387992102628,고의적 자해(자살) (X60-X84),남자,1223,54.5,50
2024,55 - 59세,471,471,509.38904717806514,56.86284728426882,8240.913332098251,13.336001920777392,31.50225511517012,8.671561514712952,0.2087897182849823,0.247598791035446,0.1660412474856975,0.2080903675572243,0.5122680909639559,0.1435865210330884,3.4893374006836404,3.238585246095707,3.741411291636282,3.567060174676026,3.715128202519901,5.4251999427470095,4.478765115478278,4.740812956514338,0.0118789529316078,6.639688617990537,0.0088506914188892,-0.0859279987269484,고의적 자해(자살) (X60-X84),남자,1166,55.4,55
2024,60 - 64세,473,473,430.5825982530438,62.04183986788082,7197.664034843324,14.095716871452511,30.593704645138693,8.118603133486184,0.2677430242747941,0.1678699678882785,0.2423058147745228,0.2775951140641147,0.5088652809083251,0.0962646040239985,3.292402294967832,3.0793973215034525,3.570122889145888,3.412094555610284,3.6393212762394,5.142846030752418,4.382270879969196,4.945704095073418,0.0279855596920481,6.285329469807804,-0.1885082941676869,-0.1301499560182814,고의적 자해(자살) (X60-X84),남자,1065,51.3,60
