t_statistic_2025_minus_2026,df,p_value,cohens_d_2026_minus_2025,mean_2025,mean_2026,n_2025,n_2026
6.3492595965031775,7469.2286642461295,2.1635367567932432e-10,-0.13873086513463537,0.07693992380952382,0.0026445728784888632,5250,3547
