year,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
2025,0.37585848074921957,0.051404786680541104,0.05723204994797086,0.04162330905306972,0.003121748178980229,0.03433922996878252,0.01664932362122789,0.036420395421436005,0.01935483870967742,0.02539021852237253,0.011030176899063476,0.019146722164412072,0.026014568158168574,0.019979188345473464,0.022892819979188347,0.0012486992715920915,0.012486992715920915,0.012695109261186265,0.012695109261186265,0.014984391259105098,0.014360041623309052,0.012070759625390219,0.015400624349635796,0.014568158168574402,0.012278876170655567,0.010197710718002082,0.007284079084287201,0.012695109261186265,0.01186264308012487,0.0016649323621227888,0.00437044745057232,0.0012486992715920915,0.010197710718002082,0.0008324661810613944,0.007492195629552549,0.009365244536940686,0.0006243496357960458,0.009157127991675338,0.003954214360041623,0.009781477627471384,0.007492195629552549,0.008532778355879293
2026,0.3324324324324324,0.08078078078078078,0.016516516516516516,0.036936936936936934,0.07297297297297298,0.015915915915915915,0.04024024024024024,0.005705705705705706,0.029129129129129128,0.008108108108108109,0.02702702702702703,0.015315315315315315,0.005105105105105105,0.013513513513513514,0.007207207207207207,0.03783783783783784,0.016516516516516516,0.016216216216216217,0.012012012012012012,0.006906906906906907,0.007807807807807808,0.00990990990990991,0.005105105105105105,0.005705705705705706,0.008108108108108109,0.00990990990990991,0.012312312312312312,0.0045045045045045045,0.005405405405405406,0.02012012012012012,0.015915915915915915,0.01981981981981982,0.006306306306306306,0.01921921921921922,0.009309309309309309,0.0045045045045045045,0.016216216216216217,0.003003003003003003,0.010510510510510511,0.002102102102102102,0.004804804804804805,0.003003003003003003
