survey_year,age_band,n,unique_people,weight_sum,age_wm,h_din_wm,CES_D_wm,SELF_ESTEEM_wm,AUDIT_wm,low_income_wm,high_income_wm,depression_high_wm,self_esteem_low_wm,problem_drinking_wm,high_risk_drinking_wm,p03_5_wm,p03_6_wm,p03_7_wm,p03_9_wm,p03_10_wm,p05_aq1_wm,p05_aq2_wm,p05_aq3_wm,p05_7aq1_mod_wm,p05_12aq1_wm,p03_composite_wm,p05_aq_composite_wm
2021,45 - 49세,516,516,492.6026750263339,47.09885488500052,7344.120734891693,12.961995004979885,32.0931994381619,8.520022283092098,0.1524432002126188,0.1274078176535685,0.13703896491566492,0.1390815042971899,0.5489488353105212,0.1360672606135875,3.6039613905081387,3.2495486546595007,3.7057669004374483,3.6400716398874184,3.8207167920082172,5.9112541544671835,4.922075307687708,5.035469892758099,0.005178879629593337,6.707672965573287,0.0828078160484583,0.10687992685489668
2021,50 - 54세,545,545,533.0075509599767,51.94834307526288,7767.760933299706,13.189953118723794,32.13960273484354,8.21418654702504,0.16230567183781294,0.1791530295619265,0.15307417808391824,0.16362087637930747,0.5067667771091074,0.11780121261762687,3.5707644293453327,3.233765756808274,3.693122148217525,3.592993914646414,3.7688180444616677,5.781544938061618,4.945884406882267,5.138497744280541,0.01513733108940345,6.6434932194433785,0.03870360010758716,0.09591021312494831
2021,55 - 59세,481,481,516.1672856802304,57.04976969157349,7757.005361981284,13.583889301470066,31.376280750482646,7.742759191739522,0.18799894026251326,0.18752604642868437,0.19823875177618955,0.22158827465694697,0.4574808155796628,0.11530374074085332,3.453956324620306,3.138665906352101,3.764824758897958,3.449111642756113,3.7365491965940514,5.769618535168272,5.010839721679786,5.432935935760124,0.009922276163720297,6.4826815901716355,-0.04017502006235692,0.13913402427440336
2021,60 - 64세,566,566,492.65320579321536,61.88540212630751,6637.353078955986,14.245306706848618,30.62276405053644,8.076028086746845,0.25775373032265,0.14252592956098498,0.22639223213490497,0.28073294393017206,0.47447264828940466,0.10541232538582193,3.2419506696341664,3.0320511717322964,3.6316287212654883,3.4420963591071185,3.683850241537594,5.4906606645038645,4.98441654809339,5.512581685746527,0.029243100283745067,6.223630182204946,-0.17316204418755549,0.08793222338699352
2022,40 - 44세,438,438,512.1118146437891,41.979610431907986,7364.967098464811,12.914456543779863,32.46632252160628,7.628965644182556,0.11026270782933069,0.1286526024294211,0.13589147619252834,0.09399769764017446,0.4489179698733757,0.06738080370824448,3.7466709661741797,3.3071516733574082,3.7712402155803817,3.69117896289503,3.8726608612487396,6.111647442775774,4.784637534497733,4.799551995902865,0.01691411983177748,6.908974037784965,0.1796796288437931,0.10183709801827459
2022,45 - 49세,477,477,503.2478675163103,47.136009715529916,7318.695485029362,13.055351909009023,31.745061551148886,8.09535973472843,0.17505355817479068,0.14338741997892418,0.15332576757598865,0.18898894176888198,0.4983235931704577,0.10992036382269038,3.5906717810988376,3.1744498789743245,3.6981250495558835,3.5779756026707883,3.7424194136982294,5.7189889170889305,4.469109642569209,4.535356529334683,0.015121865931666019,6.70662712877952,0.019337088398884955,-0.05216331646042128
2022,50 - 54세,523,523,594.8018410704058,52.01415522082302,7724.618557426175,13.776897500865752,31.374743723728002,8.558493045147584,0.20559452358795952,0.17172146692368875,0.18072626397205732,0.20405807904896112,0.5162016682765045,0.1354652600227781,3.4495821627828325,3.1671839985665002,3.604833666529491,3.5090467815966155,3.7396782114620915,5.61989533213452,4.366239024433608,4.672423979319431,0.011010523630749565,6.478901768617086,-0.06237011861595573,-0.06759973118458809
2022,55 - 59세,448,448,455.02255496653015,56.785529615351564,7436.862384138857,13.389870600818895,31.628052501167975,8.394079064317484,0.241178108711684,0.18072596313374478,0.17785793104199585,0.19307488162386943,0.5241147767485553,0.1031983180148789,3.4696378209317844,3.2093530018502485,3.715610038873181,3.4789846331847682,3.7296711661183046,5.61674908585447,4.6886461544679,5.173593703308832,0.020070241230130067,6.776631166805209,-0.028126610968892633,0.0350478205455166
2022,60 - 64세,552,552,386.3971143010482,61.899746702304284,6561.613194657644,13.941792082912539,31.311527022036213,7.720132548437574,0.28192284003762336,0.12380379122032198,0.2253831428444676,0.20529694572332247,0.4714904362336516,0.07331713067981449,3.3182924916113117,3.034347648100951,3.6837564098963775,3.4529600988416003,3.711066328105383,5.486133079417804,4.700670880595698,5.2467100895548375,0.015638317268744345,6.500215391418934,-0.12757283527225063,0.01862054318797471
2023,40 - 44세,391,391,467.964449839924,42.02002540829051,7756.141009493488,13.210732833810868,32.29801355883257,8.363187214507105,0.12711855577795023,0.1567879178259926,0.17164102197941078,0.1439582768539397,0.534291997574756,0.11852386722004975,3.771629761662033,3.3878950834390937,3.8234689694796775,3.6525670487150568,3.7817917234383276,6.049405185466682,4.466056380650126,4.432093995650283,0.012207262037389777,6.854893546904063,0.17996347194887735,0.0032012327061591924
2023,45 - 49세,443,443,467.293747914193,47.037836938025876,7758.740954443597,13.169857025608556,32.06517591402483,8.406304971366984,0.1286315749791998,0.1496876071138627,0.17520040077461466,0.17234442552597182,0.507938611953617,0.13072142336881531,3.6614698131697514,3.4154391808742504,3.777014747533755,3.647187892280907,3.8082077070589615,5.828793423977332,4.655987686668451,4.669297583081205,0.013316166498565816,6.945513717348034,0.1526195395956607,0.01050262787432899
2023,50 - 54세,539,539,562.3786083569606,52.02426032479069,8593.967345911156,13.30169552380805,31.765206180429452,8.02108970677594,0.1750835923739645,0.2063233049889231,0.14540922217143548,0.17718760723533772,0.4919724242486518,0.10402575553722254,3.5693550781687797,3.2586046692098605,3.697952582409875,3.56304746077951,3.7643056076093835,5.6687559437022355,4.522295625838671,4.742068113998628,0.02078768482648297,6.544757659761633,0.03614017863371038,-0.029649769993157386
2023,55 - 59세,452,452,482.6496456156164,56.87228704528824,7935.493562134325,13.291817087233698,31.292830465735225,8.867910115453803,0.2342480139048093,0.23264963472374284,0.17073283226167904,0.21479156024603288,0.5332930036463978,0.15474122815948002,3.4840621303807215,3.2212572621969877,3.738793434263187,3.476632671056106,3.7271129487830366,5.487142549802022,4.642213432701583,4.999562749408914,0.026820510253906568,6.6447890723012595,-0.016805194313257867,-0.020014794997170175
2023,60 - 64세,514,514,438.28772182064165,62.03457007563871,6753.751623415935,13.861965789800085,30.89162394744507,8.21771385257667,0.32184744606043536,0.1488139996154938,0.23893780728481478,0.23173709599648015,0.47823016102310023,0.12251300748040399,3.3278318683226105,3.13145295575518,3.6340744801013662,3.479798077113315,3.7309320031974673,5.2999090456779605,4.453995740995518,5.003014838808579,0.03317437723307219,6.4561707255835055,-0.10350090160130496,-0.08133203118155967
2024,40 - 44세,342,342,432.6291497843223,42.13994520045092,7554.061139316963,13.4647497471752,32.320696183016935,8.282297277542702,0.14085732399286802,0.1327481574400332,0.1778121290041925,0.15445307320183943,0.48410664114985474,0.11398848301068493,3.6657287800445153,3.2690048808499044,3.7522938236576726,3.641625700718895,3.8092941232503454,5.9183275693503195,4.235900257738028,4.159505064821175,0.0068799438443403966,6.811134965366683,0.11242995336979185,-0.08696263547537766
2024,45 - 49세,432,432,455.9139767565065,46.99445745892532,8392.048217461997,13.058213878797266,32.34504893541243,8.417003628799732,0.11157937678979626,0.21802230590637792,0.15518665912155222,0.14848631266885462,0.5302563449240403,0.10796760624946924,3.639648790219302,3.3266774623484,3.781525924630628,3.6060263496124043,3.7861853744650484,5.801248426226219,4.580961665935478,4.54607377305336,0.008588689247874228,6.7451581118229145,0.11049494849098247,-0.020140473548724593
2024,50 - 54세,510,510,513.7074314064884,51.985707908662995,8230.061302316222,13.61713379913182,31.729541120427964,8.079937103546694,0.17184289795357968,0.21704392437837408,0.17294489792438472,0.1890948529814304,0.4815818214867714,0.09453157089271083,3.483660825272559,3.226174745294621,3.7397515792843428,3.536900936701812,3.723987587713232,5.728291266863117,4.687428247305445,4.8739929208544845,0.010381889224236145,6.612158101398103,-0.0008805418286514851,0.01963879921026289
2024,55 - 59세,471,471,509.38904717806514,56.862847284268824,8240.913332098251,13.336001920777393,31.50225511517012,8.671561514712952,0.2087897182849823,0.247598791035446,0.16604124748569757,0.20809036755722438,0.5122680909639559,0.14358652103308842,3.4893374006836404,3.238585246095707,3.741411291636282,3.567060174676026,3.7151282025199004,5.4251999427470095,4.478765115478278,4.740812956514338,0.011878952931607824,6.639688617990537,0.008850691418889216,-0.08592799872694847
2024,60 - 64세,473,473,430.5825982530438,62.04183986788082,7197.664034843324,14.095716871452513,30.593704645138693,8.118603133486184,0.26774302427479413,0.16786996788827857,0.24230581477452287,0.27759511406411475,0.5088652809083251,0.09626460402399856,3.292402294967832,3.0793973215034525,3.5701228891458876,3.4120945556102837,3.6393212762394,5.142846030752418,4.382270879969196,4.945704095073418,0.027985559692048186,6.285329469807804,-0.1885082941676869,-0.13014995601828147
