year,코드,시도,시군구,지역,CHS_No,주관적 건강수준인지율_조율,주관적 건강수준인지율_표준화율,주관적 건강인지율_남성노인_조율,주관적 건강인지율_남성노인_표준화,주관적 건강인지율_여성노인_조율,주관적 건강인지율_여성노인_표준화,스트레스인지율_조율,스트레스인지율_표준화율,우울감경험률_조율,우울감경험률_표준화율,스트레스인지율_청소년,우울감경험률_청소년,스트레스로인한정신상담률_조율,스트레스로인한정신상담률_표준화율,우울증상으로인한정신상담률_조율,우울증상으로인한정신상담률_표준화율,기분상태및우울_40세_1차검진_특이소견없음,기분상태및우울_40세_1차검진_2차추가진단필요,기분상태및우울_40세_2차검진_특이소견없음,기분상태및우울_40세_2차검진_경계상태,기분상태및우울_40세_2차검진_우울증의심,기분상태및우울_66세_1차검진_특이소견없음,기분상태및우울_66세_1차검진_2차추가진단필요,기분상태및우울_66세_2차검진_특이소견없음,기분상태및우울_66세_2차검진_경계상태,기분상태및우울_66세_2차검진_우울증의심,지역안전등급_자살,행복감지수_조율,행복감지수_표준화율,고의적자해(자살)_사망자수_전체,고의적자해(자살)_사망률_전체,고의적자해(자살)_표준화사망률_전체,고의적자해(자살)_사망자수_남자,고의적자해(자살)_사망률_남자,고의적자해(자살)_표준화사망률_남자,고의적자해(자살)_사망자수_여자,고의적자해(자살)_사망률_여자,고의적자해(자살)_표준화사망률_여자,자살생각률_조율,자살생각률_표준화율,자살시도율_조율,자살시도율_표준화율,지역안정등급_자살,스트레스 인지율_조율,스트레스 인지율_표준화율,우울감 경험률_조율,우울감 경험률_표준화율,삶의 질 지수(EQ-5D)_조율,삶의 질 지수(EQ-5D)_표준화율,스트레스로 인한 정신상담률_조율,스트레스로 인한 정신상담률_표준화율,스트레스 인지율_청소년,우울감 경험률_청소년,우울증상으로 인한 정신상담률_조율,우울증상으로 인한 정신상담률_표준화율,행복감 지수_조율,행복감 지수_표준화율
2019,21,부산광역시,부산광역시,부산광역시,B  ,36.2,40.4,25.8,26.0,15.7,16.3,21.9,23.7,6.1,5.5,36.6,25.4,11.5,11.0,27.0,27.1,,,,,,,,,,,,6.9,7.0,1020.0,30.1,24.5,717.0,43.1,34.1,303.0,17.6,15.6,,,,,5.0,,,,,,,,,,,,,,
2019,22,대구광역시,대구광역시,대구광역시,C  ,38.3,41.6,26.3,26.6,15.8,16.5,23.4,25.1,5.5,5.4,35.9,25.3,9.4,8.4,23.8,23.0,,,,,,,,,,,,7.1,7.1,698.0,28.7,24.9,495.0,41.2,35.2,203.0,16.5,15.4,,,,,4.0,,,,,,,,,,,,,,
2019,23,인천광역시,인천광역시,인천광역시,D  ,36.4,38.2,28.8,29.2,16.1,16.8,28.1,29.9,7.6,7.6,39.7,27.1,10.5,10.5,22.6,23.5,,,,,,,,,,,,6.9,6.9,758.0,25.9,22.5,552.0,37.7,32.7,206.0,14.1,12.8,,,,,3.0,,,,,,,,,,,,,,
2019,24,광주광역시,광주광역시,광주광역시,E  ,39.5,41.3,28.9,29.2,17.0,17.7,26.7,28.1,5.5,5.4,39.3,26.1,8.4,8.2,18.6,16.9,,,,,,,,,,,,7.0,7.0,346.0,23.9,21.9,243.0,33.9,31.2,103.0,14.1,13.3,,,,,2.0,,,,,,,,,,,,,,
2019,25,대전광역시,대전광역시,대전광역시,F  ,49.7,52.4,39.0,39.6,23.1,24.4,23.8,25.2,4.2,4.2,42.8,29.3,10.2,10.6,30.8,31.1,,,,,,,,,,,,7.2,7.2,423.0,28.7,24.8,308.0,41.9,36.3,115.0,15.6,14.4,,,,,4.0,,,,,,,,,,,,,,
2019,26,울산광역시,울산광역시,울산광역시,G  ,41.7,43.8,31.9,31.5,18.0,18.6,22.3,23.9,5.4,5.4,34.2,25.1,8.5,8.5,23.5,25.1,,,,,,,,,,,,7.0,7.1,323.0,28.2,24.8,244.0,41.5,36.6,79.0,14.2,13.3,,,,,3.0,,,,,,,,,,,,,,
2019,29,세종특별자치시,세종특별자치시,세종특별자치시,Q  ,43.5,44.7,32.6,32.8,17.7,18.0,28.4,29.2,4.7,4.9,37.2,26.5,6.5,6.2,17.4,9.7,,,,,,,,,,,,7.5,7.5,73.0,22.4,21.3,43.0,26.4,25.3,30.0,18.4,18.2,,,,,2.0,,,,,,,,,,,,,,
2019,31,경기도,경기도,경기도,H  ,38.7,40.8,29.7,30.6,17.2,18.5,26.5,27.7,6.7,6.5,41.6,30.0,8.5,8.6,21.1,21.7,,,,,,,,,,,,7.0,7.0,3310.0,25.4,21.9,2246.0,34.2,29.7,1064.0,16.4,14.5,,,,,1.0,,,,,,,,,,,,,,
2019,32,강원도,강원도,강원도,I  ,38.7,43.8,27.0,28.2,14.3,15.7,22.8,24.9,5.9,5.7,39.0,27.9,11.3,11.5,24.0,25.5,,,,,,,,,,,,7.1,7.2,509.0,33.3,26.4,381.0,49.5,38.6,128.0,16.9,14.4,,,,,4.0,,,,,,,,,,,,,,
2019,33,충청북도,충청북도,충청북도,J  ,37.8,40.8,28.5,29.5,17.1,17.5,24.3,26.2,6.8,6.4,43.4,31.4,9.4,9.3,21.3,21.7,,,,,,,,,,,,7.1,7.1,495.0,31.1,24.6,370.0,46.0,36.2,125.0,15.9,13.5,,,,,3.0,,,,,,,,,,,,,,
2019,34,충청남도,충청남도,충청남도,K  ,36.2,40.0,24.9,26.0,14.8,16.8,27.6,29.7,6.6,6.5,39.9,26.8,9.4,9.9,20.3,21.8,,,,,,,,,,,,6.9,7.0,743.0,35.2,29.1,544.0,50.6,41.5,199.0,19.2,16.3,,,,,5.0,,,,,,,,,,,,,,
2019,35,전라북도,전라북도,전라북도,L  ,36.1,41.2,25.8,26.4,13.6,15.6,23.6,26.1,7.1,6.7,42.6,30.9,9.1,9.1,18.7,20.1,,,,,,,,,,,,7.0,7.1,548.0,30.2,24.0,396.0,43.9,33.9,152.0,16.6,14.9,,,,,3.0,,,,,,,,,,,,,,
2019,36,전라남도,전라남도,전라남도,M  ,38.3,45.1,26.4,27.7,15.7,17.1,22.1,24.2,4.6,4.2,37.5,24.9,7.2,6.8,18.8,21.3,,,,,,,,,,,,7.0,7.1,473.0,25.4,20.1,368.0,39.4,31.6,105.0,11.3,8.3,,,,,2.0,,,,,,,,,,,,,,
2019,37,경상북도,경상북도,경상북도,N  ,33.2,37.8,24.1,24.9,13.3,14.4,21.8,24.3,6.6,6.5,39.9,27.4,10.9,11.3,21.7,22.0,,,,,,,,,,,,6.9,7.0,781.0,29.4,24.2,556.0,41.6,33.7,225.0,17.1,14.8,,,,,3.0,,,,,,,,,,,,,,
2019,38,경상남도,경상남도,경상남도,O  ,35.8,39.4,27.1,27.8,15.1,16.3,21.6,24.0,4.9,4.8,35.1,25.6,9.0,8.8,20.3,21.7,,,,,,,,,,,,7.0,7.1,938.0,28.0,24.2,670.0,39.8,33.7,268.0,16.1,15.1,,,,,2.0,,,,,,,,,,,,,,
2019,39,제주특별자치도,제주특별자치도,제주특별자치도,P  ,38.3,40.7,27.9,28.3,21.6,23.7,21.9,23.2,4.8,4.6,40.0,26.4,7.3,7.0,19.7,22.0,,,,,,,,,,,,7.0,7.0,210.0,31.7,28.1,159.0,47.6,40.0,51.0,15.5,16.4,,,,,4.0,,,,,,,,,,,,,,
2020,0,전국,전국,전국,   ,,,,,,,25.6,27.7,6.0,6.0,,25.2,,,24.9,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,11,서울특별시,서울특별시,서울특별시,A  ,,,44.794,45.752,34.076,35.037,27.8,29.5,6.3,6.3,,25.4,12.2,12.2,29.2,29.1,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,21,부산광역시,부산광역시,부산광역시,B  ,,,40.585,41.028,26.25,26.724,23.1,25.8,5.9,5.7,,23.2,10.6,10.5,23.0,22.2,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,22,대구광역시,대구광역시,대구광역시,C  ,,,41.167,41.682,29.697,30.784,21.6,23.1,5.2,5.4,,21.6,11.4,11.3,29.9,28.3,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,23,인천광역시,인천광역시,인천광역시,D  ,,,39.664,40.09,26.004,26.452,30.7,32.8,8.0,7.9,,23.3,9.0,8.9,20.6,21.2,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,24,광주광역시,광주광역시,광주광역시,E  ,,,44.85,45.486,32.029,33.135,25.8,27.4,4.6,4.5,,25.4,7.5,7.5,22.7,23.6,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25,대전광역시,대전광역시,대전광역시,F  ,,,37.09,38.473,25.067,27.478,22.3,23.9,4.8,4.8,,25.7,9.3,9.4,35.7,37.3,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,26,울산광역시,울산광역시,울산광역시,G  ,,,39.377,40.446,25.85,26.361,23.8,25.6,5.4,5.5,,24.8,10.8,10.6,21.6,22.1,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,29,세종특별자치시,세종특별자치시,세종특별자치시,Q  ,,,42.261,45.042,20.599,20.576,24.0,24.1,6.1,6.1,,25.3,8.5,8.0,36.6,39.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,31,경기도,경기도,경기도,H  ,,,43.869,44.219,31.329,32.537,27.5,29.0,6.2,6.3,,26.8,9.6,9.8,22.5,22.9,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,32,강원도,강원도,강원도,I  ,,,39.82,40.117,28.44,30.44,24.9,28.3,5.8,5.7,,28.5,11.6,11.4,28.3,28.4,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,33,충청북도,충청북도,충청북도,J  ,,,43.403,44.784,27.043,28.627,24.0,26.2,6.1,5.9,,25.2,11.6,11.6,21.8,22.9,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,34,충청남도,충청남도,충청남도,K  ,,,38.035,38.865,23.686,25.531,25.2,27.5,5.9,6.0,,25.3,10.4,10.4,24.6,25.8,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,35,전라북도,전라북도,전라북도,L  ,,,40.294,41.19,26.734,28.323,24.6,27.0,5.0,4.8,,28.3,10.3,9.9,29.9,28.3,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,36,전라남도,전라남도,전라남도,M  ,,,39.898,40.925,25.9,28.454,18.8,21.7,3.9,4.2,,24.0,8.9,9.2,23.0,23.6,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,37,경상북도,경상북도,경상북도,N  ,,,39.838,40.457,27.037,27.74,21.6,25.2,5.7,6.1,,22.6,10.7,10.6,21.7,22.3,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,38,경상남도,경상남도,경상남도,O  ,,,38.8,39.358,26.64,28.348,23.5,26.4,6.3,6.4,,23.3,11.1,10.9,23.0,23.4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,39,제주특별자치도,제주특별자치도,제주특별자치도,P  ,,,41.33,41.817,33.08,34.97,24.6,25.8,4.1,4.3,,24.7,8.2,8.0,28.3,28.4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,00000,전국,전국,전국,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11000,서울특별시,서울특별시,서울특별시,A  ,50.1,52.9,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,26.3,28.0,7.0,6.8,,,,,,,,,,
2021,21000,부산광역시,부산광역시,부산광역시,B  ,42.1,46.9,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,23.2,25.7,7.1,6.9,,,,,,,,,,
2021,22000,대구광역시,대구광역시,대구광역시,C  ,43.5,47.4,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,22.1,24.2,6.0,5.8,,,,,,,,,,
2021,23000,인천광역시,인천광역시,인천광역시,D  ,43.2,45.6,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,27.5,29.5,9.4,8.8,,,,,,,,,,
2021,24000,광주광역시,광주광역시,광주광역시,E  ,46.7,48.6,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,25.8,27.7,6.8,6.3,,,,,,,,,,
2021,25000,대전광역시,대전광역시,대전광역시,F  ,52.2,55.2,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,22.2,24.0,6.7,6.5,,,,,,,,,,
2021,26000,울산광역시,울산광역시,울산광역시,G  ,45.8,48.6,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,23.3,24.8,6.5,6.3,,,,,,,,,,
2021,29000,세종특별자치시,세종특별자치시,세종특별자치시,Q  ,46.6,48.9,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,24.9,25.5,6.4,6.6,,,,,,,,,,
2021,31000,경기도,경기도,경기도,H  ,46.3,48.6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,26.5,28.1,7.2,7.1,,,,,,,,,,
2021,32000,강원도,강원도,강원도,I  ,43.2,48.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,24.4,28.3,7.6,7.2,,,,,,,,,,
2021,33000,충청북도,충청북도,충청북도,J  ,43.9,47.8,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,24.6,27.2,7.6,7.3,,,,,,,,,,
2021,34000,충청남도,충청남도,충청남도,K  ,43.6,48.4,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,24.9,27.0,8.4,8.1,,,,,,,,,,
2021,35000,전라북도,전라북도,전라북도,L  ,39.4,43.9,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,23.1,26.2,8.0,7.6,,,,,,,,,,
2021,36000,전라남도,전라남도,전라남도,M  ,42.5,48.7,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,21.0,23.7,5.6,5.1,,,,,,,,,,
2021,37000,경상북도,경상북도,경상북도,N  ,41.5,47.4,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,21.4,24.7,6.2,6.0,,,,,,,,,,
2021,38000,경상남도,경상남도,경상남도,O  ,41.4,45.6,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,22.2,24.9,7.4,7.1,,,,,,,,,,
2021,39000,제주특별자치도,제주특별자치도,제주특별자치도,P  ,49.8,52.5,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,23.8,25.3,6.1,5.8,,,,,,,,,,
2022,00000,전국,전국,전국,,45.8,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,24.5,7.4,7.1,0.946,0.958,,,41.3,28.7,25.2,26.9,,
2022,11000,서울특별시,서울특별시,서울특별시,,50.7,54.5,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,24.0,25.7,7.3,7.1,0.948,0.958,,,43.5,30.2,30.6,31.1,,
2022,21000,부산광역시,부산광역시,부산광역시,,42.8,49.5,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,20.8,22.8,8.3,7.5,0.943,0.959,,,38.9,24.6,27.0,28.6,,
2022,22000,대구광역시,대구광역시,대구광역시,,44.6,50.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,20.3,22.6,6.2,6.1,0.957,0.967,,,39.0,26.6,26.2,28.0,,
2022,23000,인천광역시,인천광역시,인천광역시,,43.4,46.8,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,24.2,26.3,8.3,8.0,0.945,0.955,,,42.3,27.9,19.6,20.4,,
2022,24000,광주광역시,광주광역시,광주광역시,,44.4,48.2,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,24.3,25.9,6.5,6.3,0.951,0.96,,,43.7,29.8,22.6,23.0,,
2022,25000,대전광역시,대전광역시,대전광역시,,53.7,58.3,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,23.4,24.5,7.0,6.7,0.949,0.959,,,41.2,29.5,30.5,34.3,,
2022,26000,울산광역시,울산광역시,울산광역시,,44.4,48.2,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,20.5,21.9,8.1,7.8,0.947,0.954,,,38.9,28.4,22.7,25.2,,
2022,29000,세종특별자치시,세종특별자치시,세종특별자치시,,58.9,62.1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,20.1,20.1,4.1,4.1,0.962,0.964,,,41.6,30.6,18.1,17.2,,
2022,31000,경기도,경기도,경기도,,47.1,50.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,23.2,24.6,7.3,7.1,0.952,0.959,,,42.6,30.0,25.7,27.0,,
2022,32000,강원도,강원도,강원도,,42.1,48.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,22.0,25.5,7.8,7.1,0.936,0.954,,,39.4,27.3,22.2,23.4,,
2022,33000,충청북도,충청북도,충청북도,,46.0,50.9,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,22.7,25.2,8.2,7.8,0.942,0.956,,,41.6,29.0,21.1,22.2,,
2022,34000,충청남도,충청남도,충청남도,,43.1,48.7,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,22.9,25.4,8.2,7.9,0.931,0.95,,,39.7,28.8,26.0,28.4,,
2022,35000,전라북도,전라북도,전라북도,,41.4,48.8,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,22.7,24.9,8.4,7.8,0.934,0.957,,,43.3,29.5,20.5,21.3,,
2022,36000,전라남도,전라남도,전라남도,,44.6,53.5,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,19.6,21.5,6.4,5.8,0.939,0.964,,,37.8,26.2,22.9,26.8,,
2022,37000,경상북도,경상북도,경상북도,,39.6,46.1,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,20.4,23.4,7.3,6.8,0.94,0.961,,,38.1,26.7,20.3,23.7,,
2022,38000,경상남도,경상남도,경상남도,,40.5,46.3,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,20.7,23.1,7.2,6.9,0.944,0.958,,,38.8,27.9,22.1,23.4,,
2022,39000,제주특별자치도,제주특별자치도,제주특별자치도,,44.4,49.5,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,23.0,25.0,6.1,5.7,0.954,0.965,,,39.7,25.8,21.6,24.6,,
2023,00000,전국,전국,전국,,43.8,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,26.4,7.9,7.7,,,,,37.3,26.0,27.8,29.1,,
2023,11000,서울특별시,서울특별시,서울특별시,,49.6,53.7,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,25.4,27.1,8.4,8.3,,,,,39.6,27.5,32.9,33.5,,
2023,21000,부산광역시,부산광역시,부산광역시,,40.3,47.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,22.0,23.9,8.2,7.7,,,,,32.6,21.5,27.6,30.3,,
2023,22000,대구광역시,대구광역시,대구광역시,,42.1,48.3,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,21.8,23.8,6.8,6.7,,,,,35.0,24.9,30.3,31.1,,
2023,23000,인천광역시,인천광역시,인천광역시,,43.1,47.4,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,25.4,27.0,6.9,6.5,,,,,36.9,26.3,24.8,25.5,,
2023,24000,광주광역시,광주광역시,광주광역시,,46.6,50.8,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,23.8,24.7,7.5,7.0,,,,,37.4,25.2,25.3,25.4,,
2023,25000,대전광역시,대전광역시,대전광역시,,54.0,59.6,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,26.9,28.3,8.3,7.9,,,,,38.5,26.6,28.9,28.0,,
2023,26000,울산광역시,울산광역시,울산광역시,,41.0,45.1,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,23.7,25.8,8.6,8.6,,,,,34.3,25.9,21.2,20.8,,
2023,29000,세종특별자치시,세종특별자치시,세종특별자치시,,47.0,49.8,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,25.5,25.8,9.2,8.8,,,,,36.1,27.0,28.4,28.4,,
2023,31000,경기도,경기도,경기도,,44.0,47.4,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,26.3,27.7,7.8,7.7,,,,,39.0,27.1,27.8,28.7,,
2023,32000,강원도,강원도,강원도,,40.2,46.9,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,24.3,27.2,9.0,8.6,,,,,36.8,25.0,25.7,28.1,,
2023,33000,충청북도,충청북도,충청북도,,42.8,48.6,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,24.5,26.3,7.7,7.5,,,,,36.8,25.5,27.4,29.7,,
2023,34000,충청남도,충청남도,충청남도,,40.7,46.2,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,25.0,27.7,8.6,8.3,,,,,36.7,25.7,23.1,25.0,,
2023,35000,전라북도,전라북도,전라북도,,39.0,45.6,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,23.9,26.5,9.8,9.4,,,,,40.0,28.6,26.6,29.3,,
2023,36000,전라남도,전라남도,전라남도,,39.2,47.2,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,22.9,25.6,5.8,5.8,,,,,35.2,24.2,22.3,23.0,,
2023,37000,경상북도,경상북도,경상북도,,38.4,45.9,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,21.0,23.9,7.5,7.5,,,,,34.8,25.7,26.1,28.2,,
2023,38000,경상남도,경상남도,경상남도,,39.7,45.4,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,22.5,24.5,7.4,7.6,,,,,33.5,22.7,24.0,24.6,,
2023,39000,제주특별자치도,제주특별자치도,제주특별자치도,,46.5,51.9,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,22.5,23.5,5.0,5.1,,,,,37.3,26.4,37.3,35.9,,
2024,00000,전국,전국,전국,,44.2,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.4,,,,22.3,24.2,6.9,6.6,0.948,0.96,13.4,14.0,42.3,27.7,,,7.1,7.2
2024,11000,서울특별시,서울특별시,서울특별시,,47.8,51.6,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,6.6,6.3,,,,24.0,25.9,7.5,7.3,0.95,0.959,15.5,15.8,45.3,28.2,,,7.1,7.2
2024,21000,부산광역시,부산광역시,부산광역시,,40.8,47.9,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,7.0,6.2,,,,20.3,22.6,6.8,6.3,0.945,0.962,15.2,15.3,37.1,24.1,,,7.0,7.1
2024,22000,대구광역시,대구광역시,대구광역시,,46.9,54.1,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,5.6,5.1,,,,20.2,21.9,5.6,5.4,0.952,0.965,12.9,12.5,39.1,25.1,,,7.0,7.1
2024,23000,인천광역시,인천광역시,인천광역시,,40.9,45.1,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,9.0,8.3,,,,23.9,25.5,6.9,6.4,0.952,0.962,13.4,14.7,42.4,27.1,,,7.1,7.2
2024,24000,광주광역시,광주광역시,광주광역시,,51.3,56.7,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,5.6,4.9,,,,23.0,24.7,5.6,5.0,0.959,0.97,8.9,9.6,42.0,26.8,,,7.0,7.1
2024,25000,대전광역시,대전광역시,대전광역시,,53.7,59.7,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,5.2,4.9,,,,24.3,25.4,6.1,5.9,0.957,0.967,10.7,10.7,43.5,29.8,,,7.2,7.3
2024,26000,울산광역시,울산광역시,울산광역시,,41.9,46.1,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,8.3,7.8,,,,20.3,22.2,7.5,7.2,0.953,0.96,14.0,13.8,38.5,28.2,,,7.0,7.1
2024,29000,세종특별자치시,세종특별자치시,세종특별자치시,,45.3,48.1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,10.6,10.2,,,,22.8,23.8,7.5,7.4,0.944,0.948,17.9,16.7,37.0,29.7,,,7.4,7.4
2024,31000,경기도,경기도,경기도,,44.9,49.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,7.1,6.6,,,,23.6,24.9,7.1,6.9,0.952,0.96,13.3,14.0,44.3,29.4,,,7.1,7.2
2024,32000,강원도,강원도,강원도,,38.2,44.4,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,6.8,6.1,,,,20.9,24.4,6.7,6.3,0.94,0.958,11.4,11.5,42.6,28.9,,,7.1,7.2
2024,33000,충청북도,충청북도,충청북도,,43.8,49.9,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,6.8,5.8,,,,20.1,21.9,6.7,6.5,0.945,0.961,12.7,13.4,44.4,29.0,,,7.2,7.2
2024,34000,충청남도,충청남도,충청남도,,39.3,45.4,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,9.6,8.5,,,,22.4,24.6,8.2,7.6,0.931,0.948,15.6,16.5,41.3,26.2,,,7.1,7.1
2024,35000,전라북도,전라북도,전라북도,,41.0,48.5,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,7.4,5.9,,,,22.7,24.8,6.9,6.1,0.938,0.96,12.9,12.0,46.1,30.4,,,7.0,7.1
2024,36000,전라남도,전라남도,전라남도,,40.7,49.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,6.4,5.1,,,,19.9,21.9,5.1,5.0,0.935,0.961,7.9,7.8,39.8,25.0,,,7.1,7.2
2024,37000,경상북도,경상북도,경상북도,,38.7,46.5,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,7.0,6.3,,,,19.3,21.6,7.1,6.8,0.94,0.96,11.4,12.0,35.4,24.3,,,7.0,7.2
