year,sido,internet_use_rate,mobile_internet_use_rate,smartphone_use_rate,source_file,internet_pages,mobile_pages,smartphone_pages
2022,세종특별자치시,89.7,88.6,88.3,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2022_인터넷이용실태조사_2022년_인터넷이용실태조사_통계표(국문,_영문)_2022년_인터넷이용실태조사_통계표(국문).pdf",33,45,49
2022,전라북도,92.7,97.8,98.0,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2022_인터넷이용실태조사_2022년_인터넷이용실태조사_통계표(국문,_영문)_2022년_인터넷이용실태조사_통계표(국문).pdf",33,45,49
2022,전라남도,85.7,96.0,96.7,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2022_인터넷이용실태조사_2022년_인터넷이용실태조사_통계표(국문,_영문)_2022년_인터넷이용실태조사_통계표(국문).pdf",33,45,49
2022,경상북도,93.9,93.5,93.6,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2022_인터넷이용실태조사_2022년_인터넷이용실태조사_통계표(국문,_영문)_2022년_인터넷이용실태조사_통계표(국문).pdf",33,45,49
2022,경상남도,94.0,91.8,92.0,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2022_인터넷이용실태조사_2022년_인터넷이용실태조사_통계표(국문,_영문)_2022년_인터넷이용실태조사_통계표(국문).pdf",33,45,49
2022,제주특별자치도,96.0,98.8,99.0,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2022_인터넷이용실태조사_2022년_인터넷이용실태조사_통계표(국문,_영문)_2022년_인터넷이용실태조사_통계표(국문).pdf",33,45,49
2023,서울특별시,93.2,92.5,90.7,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2023_인터넷이용실태조사_2023년_인터넷이용실태조사_통계표(국문,영문)_2023인터넷이용실태조사_통계표(국문).pdf",35,47,51
2023,부산광역시,94.8,94.5,94.1,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2023_인터넷이용실태조사_2023년_인터넷이용실태조사_통계표(국문,영문)_2023인터넷이용실태조사_통계표(국문).pdf",35,47,51
2023,대구광역시,98.4,98.4,97.7,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2023_인터넷이용실태조사_2023년_인터넷이용실태조사_통계표(국문,영문)_2023인터넷이용실태조사_통계표(국문).pdf",35,47,51
2023,인천광역시,93.6,93.1,91.7,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2023_인터넷이용실태조사_2023년_인터넷이용실태조사_통계표(국문,영문)_2023인터넷이용실태조사_통계표(국문).pdf",35,47,51
2023,광주광역시,96.7,96.4,95.7,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2023_인터넷이용실태조사_2023년_인터넷이용실태조사_통계표(국문,영문)_2023인터넷이용실태조사_통계표(국문).pdf",35,47,51
2023,대전광역시,96.8,96.4,94.9,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2023_인터넷이용실태조사_2023년_인터넷이용실태조사_통계표(국문,영문)_2023인터넷이용실태조사_통계표(국문).pdf",35,47,51
2023,울산광역시,97.2,96.5,96.2,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2023_인터넷이용실태조사_2023년_인터넷이용실태조사_통계표(국문,영문)_2023인터넷이용실태조사_통계표(국문).pdf",35,47,51
2023,경기도,93.2,92.5,91.0,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2023_인터넷이용실태조사_2023년_인터넷이용실태조사_통계표(국문,영문)_2023인터넷이용실태조사_통계표(국문).pdf",35,47,51
2023,강원도,90.9,90.4,88.3,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2023_인터넷이용실태조사_2023년_인터넷이용실태조사_통계표(국문,영문)_2023인터넷이용실태조사_통계표(국문).pdf",35,47,51
2023,충청북도,95.4,94.9,92.9,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2023_인터넷이용실태조사_2023년_인터넷이용실태조사_통계표(국문,영문)_2023인터넷이용실태조사_통계표(국문).pdf",35,47,51
2023,충청남도,95.2,94.7,93.3,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2023_인터넷이용실태조사_2023년_인터넷이용실태조사_통계표(국문,영문)_2023인터넷이용실태조사_통계표(국문).pdf",35,47,51
2023,세종특별자치시,95.6,95.4,93.7,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2023_인터넷이용실태조사_2023년_인터넷이용실태조사_통계표(국문,영문)_2023인터넷이용실태조사_통계표(국문).pdf",35,47,51
2023,전라북도,93.6,93.5,93.0,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2023_인터넷이용실태조사_2023년_인터넷이용실태조사_통계표(국문,영문)_2023인터넷이용실태조사_통계표(국문).pdf",35,47,51
2023,전라남도,90.6,90.4,89.5,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2023_인터넷이용실태조사_2023년_인터넷이용실태조사_통계표(국문,영문)_2023인터넷이용실태조사_통계표(국문).pdf",35,47,51
2023,경상북도,94.9,94.7,94.0,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2023_인터넷이용실태조사_2023년_인터넷이용실태조사_통계표(국문,영문)_2023인터넷이용실태조사_통계표(국문).pdf",35,47,51
2023,경상남도,94.7,94.6,93.5,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2023_인터넷이용실태조사_2023년_인터넷이용실태조사_통계표(국문,영문)_2023인터넷이용실태조사_통계표(국문).pdf",35,47,51
2023,제주특별자치도,89.9,89.6,87.3,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2023_인터넷이용실태조사_2023년_인터넷이용실태조사_통계표(국문,영문)_2023인터넷이용실태조사_통계표(국문).pdf",35,47,51
