year,코드,시도,시군구,지역,CHS_No,아토피피부염의사진단률_청소년,알레르기비염의사진단률_청소년,천식의사진단률_청소년,주관적 건강인지율_남성노인_조율,주관적 건강인지율_남성노인_표준화,주관적 건강인지율_여성노인_조율,주관적 건강인지율_여성노인_표준화,노인학대_신고접수 건수,노인인구 천명당 노인학대 신고접수 비율,노인교통사고_사고건수,노인교통사고_사망자수,노인교통사고_부상자수,노인교통사고_중상자수,노인운전자교통사고_사고건수,노인운전자교통사고_사망자수,노인운전자교통사고_부상자수,노인운전자교통사고_중상자수,의사수,치과의사수,한의사수,사회복지사수,보건소인력_의사,보건소인력_치과의사,보건소인력_한의사,노인장기요양시설_의사,노인장기요양시설_간호사,노인장기요양시설_간호조무사,노인장기요양시설_치과위생사,노인장기요양시설_물리작업치료사,노인장기요양시설_요양보호사,노인장기요양시설_영양사,노인장기요양시설_사회복지사,인구천명당의료기관종사의사수,정신건강의학과전문의,노인장기요양_기관수,노인장기요양_정원,노인장기요양_시설_기관수,노인장기요양_시설_정원,노인장기요양_재가_기관수,노인장기요양_재가_정원,의원_정신건강의학과,응급실_지역응급의료기관,응급실_응급의료기관외응급실운영기관,병상수_계,일반입원실_병상수,정신과폐쇄_병상수,중환자실_병상수,격리병실_병상수,무균치료_병상수,병원급이상_분만실병상수,병원급이상_신생아실_병상수,병원급이상_수술실_병상수,병원급이상_회복실_병상수,병원급이상_응급실_병상수,병원급이상_인공신장실_병상수,병원급이상_물리치료실_병상수,의료기관진료실인원_전체,의료기관진료비_전체,의료기관진료실인원_입원,의료기관진료비_입원,의료기관진료실인원_외래,의료기관진료비_외래,구강보건_노인의치 보철사업 실적,구강보건_노인의치 보철사업_수혜자수,노인인구수,고령인구비율,독거노인비율,인구밀도,총가구수_65세이상,일인가구수_65세이상,일인가구율_65세이상가구,독거노인가구비율,국민기초생활수급자수,재정자주도,재정자립도,일반회계중사회복지예산비중,실업률,국민연금_지역가입자_소득신고자수,교원1인당학생수,노인천명당노인여가복지시설수,인구십만명당사회복지시설수,구조구급대원1인당담당주민수,소방공무원1인당담당주민수,미세먼지연간환경기준초과지역인구밀도,기초생활수급자수율,근력운동실천율_노인_조율,근력운동실천율_노인_표준화율,가구소득(월300만원이상비율),"실업률(지역사회건강조사,2017)",주민1인당생활폐기물배출량,인구천명당의료기관병상수,보건및사회복지사업종사자비율,보건업및사회복지서비스업종사자수,보건및사회복지사업체비율,보건업및사회복지서비스업사업체수,아토피피부염의사진단율_청소년,알레르기비염의사진단율_청소년,천식의사진단율_청소년,저작불편호소율(65세이상)_조율,저작불편호소율(65세이상)_표준화율,일반입원실병상수,정신과폐쇄병상수,중환자실병상수,격리병실병상수,무균치료실병상수,특수진료실_분만실 병상수,특수진료실_신생아실 병상수,특수진료실_수술실 병상수,특수진료실_회복실 병상수,특수진료실_응급실 병상수,특수진료실_인공신장실 병상수,특수진료실_물리치료실 병상수,1인가구수,1인가구수_20-44세,1인가구수_45-64세,1인가구수_65세이상,1인가구율_전체,1인가구율_20-44세가구,1인가구율_45-64세가구,1인가구율_65세이상가구,국민기초생활보장수급자,보건업및사회복지사업체수,인구10만명당사회복지시설수,국민기초생활수급자수율,노인장기요양시설의사,노인장기요양시설간호사,노인장기요양시설간호조무사,노인장기요양시설물리-작업치료사,노인장기요양시설-치과위생사,노인장기요양시설요양보호사,노인장기요양시설영양사,노인장기요양시설사회복지사,일인가구_65세이상,일인가구율_65세이상,아토피피부염 의사진단율_청소년,알레르기비염 의사진단율_청소년,천식 의사진단율_청소년,노인학대 신고접수 건수,노인천명당 노인학대 신고접수 비율,노인운전자 교통사고_사고건수,노인운전자 교통사고_사망자수,노인운전자 교통사고_부상자수,노인운전자 교통사고_중상자수,사회적거리두기또는생활속거리두기실천율건강_조율,사회적거리두기또는생활속거리두기실천율건_표준화율,의사 수,치과의사 수,한의사 수,사회복지사 사,노인장기요양시설_물리-작업치료사,인구천명당 의료기관 종사 의사수,응급실_응급의료기관외 응급실 운영기관,무균치료실_병상수,특수진료실_분만실병상수,특수진료실_신생아실병상수,특수진료실_수술실병상수,특수진료실_회복실병상수,특수진료실_응급실병상수,특수진료실_인공신장실병상수,특수진료실_물리치료실병상수,인구 천명당 의료기관병상수,의료기관진료실인원 _입원,총가구수_65세 이상,1인가구수_65세 이상,1인가구율_65세 이상 가구,일반회계 중 사회복지 예산 비중,보건 및 사회복지 사업체 종사자 비율,보건 및 사회복지 사업체 종사자 수,보건 및 사회복지 사업체 비율,보건 및 사회복지 사업체 수,구조구급대원 1인당 담당 주민수,소방공무원 1인당 담당주민수,주민1인당 생활폐기물 배출량,저작불편 호소율(65세 이상)_조율,저작불편 호소율(65세 이상)_표준화율,사회적 거리두기 실천율_조율,사회적 거리두기 실천율_표준화율,소방공무원 1인당 담당 주민수,사회복지사 수,인구천명당 의료기관 병상수,1인가구율_20-44세 가구,1인가구율_45-64세 가구,인구10만명당 사회복지시설수,1인당 생활권 도시림 면적,1인당 도시림 면적,국민기초생활보장수급자수율
2017,36,전라남도,전라남도,전라남도,M  ,22.9,31.7,7.4,23.8,24.9,13.5,14.8,701.0,1.7,2760.0,201.0,3056.0,1227.0,1774.0,105.0,2643.0,720.0,3089.0,731.0,783.0,185.0,307.0,89.0,185.0,169.0,98.0,513.0,0.0,93.0,16577.0,60.0,981.0,2.4,123,1121,12194,303.0,8800.0,818.0,3394.0,17,36.0,8.0,40816.0,36384.0,3884.0,386.0,150.0,12.0,,,,,,,,2153013.0,2968621347.0,344430.0,1190072966.0,2134612.0,1778548380.0,,,408451,21.5,24.031279149763375,153.7417721419504,240155.0,98156.0,40.87193687410215,13.377180728769881,79196.0,67.2,26.2,24.9,3.2,160527,13.38,16.83,23.31,2109.0,708.0,,4.18,8.1,9.3,51.43085127552679,28.1018322811437,1.05,21.52,10.3,73146.0,3.8,5762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,37,경상북도,경상북도,경상북도,N  ,23.1,32.1,9.1,24.0,25.0,12.0,12.9,1096.0,2.1,3353.0,209.0,3702.0,1779.0,2247.0,112.0,3206.0,1081.0,3587.0,904.0,979.0,241.0,302.0,64.0,139.0,180.0,168.0,646.0,0.0,147.0,23070.0,106.0,1312.0,2.0,175,1431,18563,382.0,13192.0,1049.0,5371.0,19,22.0,7.0,44855.0,37575.0,6710.0,458.0,112.0,,,,,,,,,3039766.0,3393731837.0,345084.0,1202996891.0,3014903.0,2190734947.0,81.0,46.0,512681,19.0,22.81496681172113,141.42652675033108,302526.0,116968.0,38.66378426978177,10.752642702244056,99822.0,70.5,32.7,25.6,2.8,220159,16.05,11.35,18.54,2309.0,736.0,,3.71,10.6,11.9,54.24219370239677,32.16551847734277,1.18,16.66,8.5,93570.0,3.4,7690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,38,경상남도,경상남도,경상남도,O  ,25.6,35.6,6.7,23.5,24.0,12.8,13.8,990.0,2.0,2542.0,144.0,2749.0,1512.0,1606.0,78.0,2206.0,862.0,5351.0,1312.0,1217.0,269.0,232.0,50.0,108.0,128.0,128.0,434.0,0.0,115.0,22281.0,87.0,1099.0,2.3,251,1164,13479,229.0,9990.0,935.0,3489.0,42,30.0,17.0,61966.0,52645.0,8667.0,503.0,141.0,10.0,,,,,,,,3845158.0,4818959334.0,573496.0,1966609248.0,3811898.0,2852350086.0,3986.0,2336.0,504460,14.9,22.60040439281608,320.72844629894263,294362.0,114010.0,38.73122210067876,8.817492370444501,100904.0,72.6,45.0,28.5,2.9,269544,15.03,10.21,9.94,2775.0,956.0,,2.98,13.5,14.4,62.000199006909064,32.36406568248923,1.18,18.33,8.2,112981.0,3.4,9340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,39,제주특별자치도,제주특별자치도,제주특별자치도,P  ,26.2,35.5,8.5,25.9,27.4,14.1,15.7,208.0,2.2,738.0,29.0,788.0,343.0,529.0,15.0,778.0,189.0,1112.0,261.0,221.0,32.0,28.0,11.0,17.0,50.0,93.0,147.0,0.0,47.0,3236.0,41.0,235.0,2.4,34,196,4666,64.0,3573.0,132.0,1093.0,13,1.0,,4863.0,4240.0,427.0,148.0,42.0,6.0,,,,,,,,834288.0,857484965.0,95325.0,259027092.0,827720.0,598457873.0,,,93117,14.2,16.405167692258125,355.1492949437947,48812.0,15276.0,31.295583053347535,6.359303124284494,21937.0,71.8,39.6,20.4,1.9,60253,16.92,3.52,14.91,2820.0,804.0,,3.34,9.4,9.9,61.383393479466555,27.131461366135046,2.0,7.4,8.5,22451.0,3.2,1898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,0,전국,전국,전국,   ,,,,,,,,15482.0,2.0,38647.0,1682.0,41833.0,17076.0,30012.0,843.0,43469.0,11073.0,102471.0,25792.0,20759.0,3800.0,2092.0,491.0,1013.0,2210.0,2999.0,10726.0,10.0,2122.0,379822.0,1132.0,22305.0,2.9,3506,21290,265748,5320.0,180428.0,15970.0,85320.0,1104,248.0,119.0,707349.0,,,,,,,,,,,,,49472060.0,85728284349.0,7766659.0,32368571844.0,49248757.0,53359712505.0,,,7650408,14.76,19.549268293607117,516.31,4237675.0,,,7.23,,75.3,53.4,34.0,3.8,3993598,15.86,6.08,,3390.9,1013.2,,,,,,,1.08,2.82,8.6,1902052.0,3.6,,24.6,36.6,8.7,,,629219.0,65069.0,10229.0,2455.0,377.0,2124.0,7338.0,8730.0,11926.0,9009.0,20279.0,146664.0,5848594.0,2412803.0,1933049.0,1444588.0,29.27,36.91,21.14,34.09,1743690.0,147452.0,14.6,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,11,서울특별시,서울특별시,서울특별시,A  ,,,,32.9,33.7,22.0,22.6,1618.0,1.1,5761.0,121.0,5989.0,2151.0,5869.0,63.0,8054.0,,29378.0,7175.0,4816.0,503.0,176.0,26.0,27.0,236.0,536.0,1371.0,4.0,224.0,68634.0,92.0,3267.0,4.2,818,3121,25878,515.0,14894.0,2606.0,10984.0,336,17.0,18.0,86566.0,,,,,,,,,,,,,14660408.0,20780879931.0,1722973.0,7755861278.0,14592768.0,13025018653.0,,,1410297,14.44,16.50179532107629,16135.15,757588.0,,,5.76,,85.5,84.3,39.6,4.8,735293,16.21,1.86,,4808.3,1394.7,,,,,,,0.97,4.12,7.3,378366.0,3.5,,25.6,38.0,8.9,31.9,31.0,79628.0,3591.0,2426.0,726.0,195.0,471.0,1280.0,2268.0,3412.0,1414.0,3580.0,21513.0,1229421.0,663401.0,330545.0,220988.0,32.02,46.6,20.11,29.17,289342.0,28824.0,8.0,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,21,부산광역시,부산광역시,부산광역시,B  ,,,,26.9,27.2,18.6,19.3,796.0,1.3,2147.0,45.0,2242.0,1052.0,1696.0,19.0,2329.0,,7852.0,1739.0,1655.0,361.0,41.0,6.0,6.0,74.0,96.0,347.0,1.0,100.0,25882.0,59.0,1259.0,3.3,267,1143,10171,110.0,6127.0,1033.0,4044.0,99,21.0,8.0,70430.0,,,,,,,,,,,,,4138807.0,6989443516.0,636819.0,3021668705.0,4098802.0,3967774811.0,,,589961,17.14,20.540589108937056,4469.77,337958.0,,,8.55,,68.3,58.7,44.5,4.1,252441,17.37,2.87,,4063.1,1067.1,,,,,,,0.97,3.2,9.5,136523.0,3.2,,22.0,33.3,6.8,37.4,36.8,63769.0,5589.0,861.0,185.0,26.0,186.0,669.0,665.0,863.0,633.0,1590.0,9939.0,404408.0,144594.0,138765.0,116589.0,29.66,37.3,21.91,34.5,159031.0,9246.0,6.4,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,22,대구광역시,대구광역시,대구광역시,C  ,,,,26.4,26.6,20.8,21.9,857.0,2.4,2181.0,56.0,2317.0,894.0,1804.0,19.0,2548.0,,5721.0,1313.0,1103.0,179.0,25.0,3.0,13.0,122.0,139.0,507.0,1.0,83.0,17547.0,53.0,1016.0,3.3,188,1103,13055,244.0,7672.0,859.0,5383.0,59,6.0,10.0,36970.0,,,,,,,,,,,,,3242799.0,4859962209.0,441611.0,1802824590.0,3221741.0,3057137619.0,,,362934,14.74,20.312202009046114,2786.32,207825.0,,,7.45,,70.6,54.2,44.6,4.4,191190,15.39,2.93,,3567.8,979.6,,,,,,,1.22,3.2,10.0,96782.0,3.4,,23.7,37.0,10.1,31.8,31.2,32792.0,3569.0,520.0,74.0,15.0,86.0,404.0,450.0,591.0,409.0,940.0,7090.0,269903.0,99982.0,95880.0,71359.0,28.19,35.3,20.68,34.34,110495.0,7100.0,14.3,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,23,인천광역시,인천광역시,인천광역시,D  ,,,,29.4,30.2,18.4,18.8,807.0,2.2,975.0,42.0,1015.0,456.0,742.0,12.0,1061.0,,4893.0,1250.0,945.0,229.0,54.0,23.0,32.0,124.0,169.0,713.0,1.0,137.0,24534.0,63.0,1356.0,2.4,158,1259,16457,367.0,12635.0,892.0,3822.0,45,11.0,,34021.0,,,,,,,,,,,,,3502746.0,4342557720.0,433956.0,1671718154.0,3479068.0,2670839566.0,,,362675,12.27,18.051484433956187,2778.82,194427.0,,,5.76,,77.2,67.0,42.4,4.3,223052,15.3,2.76,,3955.3,1037.4,,,,,,,0.94,2.31,9.5,101680.0,3.6,,23.4,37.3,8.8,38.6,37.5,29996.0,3269.0,581.0,161.0,14.0,103.0,397.0,378.0,536.0,396.0,1133.0,7094.0,275898.0,106140.0,105449.0,63031.0,25.2,29.52,19.55,32.42,110257.0,7384.0,17.3,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,24,광주광역시,광주광역시,광주광역시,E  ,,,,32.8,33.1,16.7,17.5,548.0,2.9,1137.0,44.0,1245.0,360.0,914.0,15.0,1425.0,,3547.0,978.0,697.0,173.0,11.0,5.0,5.0,40.0,66.0,208.0,0.0,40.0,14207.0,22.0,689.0,3.6,110,677,6335,95.0,3459.0,582.0,2876.0,34,14.0,5.0,40727.0,,,,,,,,,,,,,2075419.0,3112401028.0,401091.0,1450101880.0,2050796.0,1662299148.0,,,187186,12.83,20.174971889312452,2911.83,106724.0,,,6.36,,68.8,49.0,46.6,3.8,111068,16.7,5.01,,3694.5,1052.9,,,,,,,0.87,3.56,11.1,68462.0,4.1,,24.7,34.7,8.2,33.7,33.3,38451.0,1820.0,421.0,32.0,3.0,55.0,191.0,419.0,390.0,398.0,751.0,5909.0,174614.0,78744.0,56910.0,36782.0,30.18,38.37,21.54,34.46,72757.0,4891.0,10.4,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,25,대전광역시,대전광역시,대전광역시,F  ,,,,36.5,36.5,22.3,23.3,519.0,2.8,1176.0,34.0,1285.0,456.0,874.0,11.0,1245.0,,3629.0,841.0,728.0,113.0,12.0,0.0,1.0,83.0,107.0,327.0,0.0,69.0,13956.0,45.0,690.0,3.5,118,711,9166,124.0,5547.0,587.0,3619.0,53,5.0,,23865.0,,,,,,,,,,,,,2130675.0,2864072950.0,276056.0,1101886648.0,2114077.0,1762186302.0,,,188530,12.65,19.10202029036208,2761.53,104961.0,,,5.8,,73.0,54.4,44.7,4.2,110498,16.7,2.93,,3850.0,1027.5,,,,,,,1.08,3.39,10.0,61810.0,4.2,,23.9,36.4,8.8,33.5,33.0,21751.0,1668.0,380.0,61.0,5.0,93.0,368.0,260.0,331.0,224.0,713.0,5056.0,195544.0,99053.0,56716.0,34946.0,32.47,44.22,21.14,33.29,56324.0,4964.0,12.6,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,26,울산광역시,울산광역시,울산광역시,G  ,,,,34.9,34.5,21.1,21.2,434.0,3.5,589.0,27.0,639.0,259.0,448.0,8.0,610.0,,1726.0,502.0,404.0,79.0,16.0,6.0,9.0,28.0,50.0,127.0,0.0,27.0,5289.0,12.0,288.0,2.3,57,254,3113,47.0,1735.0,207.0,1378.0,16,7.0,5.0,15476.0,,,,,,,,,,,,,1339251.0,1667361945.0,186903.0,645064453.0,1329482.0,1022297492.0,70.0,70.0,123919,10.72,18.935973066005896,1088.62,70253.0,,,5.23,,76.0,66.0,33.9,4.6,83473,14.31,4.18,,3865.0,1097.5,,,,,,,1.34,2.26,7.0,36678.0,3.4,,23.1,38.1,7.0,36.7,35.9,14015.0,1270.0,174.0,10.0,7.0,47.0,284.0,151.0,188.0,179.0,346.0,2374.0,110236.0,43890.0,43347.0,22582.0,25.55,31.16,19.72,32.14,22939.0,2894.0,8.1,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,29,세종특별자치시,세종특별자치시,세종특별자치시,Q  ,,,,29.7,28.1,12.2,12.5,,,128.0,8.0,136.0,61.0,90.0,7.0,111.0,,270.0,111.0,99.0,7.0,11.0,3.0,7.0,9.0,11.0,26.0,0.0,6.0,1072.0,5.0,58.0,1.5,9,53,806,11.0,524.0,42.0,282.0,7,,1.0,1268.0,,,,,,,,,,,,,411458.0,207298081.0,10790.0,25561026.0,410287.0,181737055.0,,,29178,9.29,16.36091958161557,675.67,14336.0,,,3.82,,72.9,69.2,24.6,2.3,20030,14.65,11.06,,3205.4,793.2,,,,,,,1.29,1.54,7.8,9033.0,5.1,,26.8,40.6,10.3,26.9,26.3,1158.0,108.0,0.0,2.0,0.0,8.0,5.0,13.0,45.0,6.0,66.0,862.0,35763.0,21344.0,8956.0,4544.0,30.05,35.77,20.32,31.7,4862.0,817.0,8.6,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,31,경기도,경기도,경기도,H  ,,,,32.6,33.2,20.8,21.8,2515.0,1.6,7607.0,246.0,8307.0,3067.0,5730.0,112.0,8615.0,,20355.0,5549.0,4226.0,856.0,211.0,35.0,83.0,574.0,768.0,3101.0,1.0,627.0,92877.0,251.0,5208.0,2.3,9,5115,75069,1705.0,55301.0,3410.0,19768.0,7,33.0,27.0,1268.0,,,,,,,,,,,,,15041816.0,16995469404.0,1668642.0,5927715755.0,14955594.0,11067753649.0,,,1551801,11.87,16.488524596770674,1283.61,799400.0,,,5.17,,78.8,69.9,34.9,3.8,991910,16.57,4.19,,5700.6,1462.6,,,,,,,0.95,2.26,8.0,412597.0,3.8,,25.7,39.7,9.1,34.6,33.3,1158.0,108.0,0.0,2.0,0.0,452.0,1488.0,1732.0,2287.0,1691.0,4500.0,26597.0,1197586.0,514696.0,430204.0,245480.0,25.2,30.85,18.9,30.71,297122.0,34409.0,16.8,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,32,강원도,강원도,강원도,I  ,,,,30.6,32.0,18.1,19.5,1067.0,3.7,1612.0,94.0,1863.0,717.0,1201.0,56.0,1891.0,,2661.0,649.0,508.0,84.0,152.0,37.0,87.0,130.0,181.0,497.0,0.0,101.0,12901.0,66.0,927.0,2.5,8,786,12824,306.0,9768.0,480.0,3056.0,0,15.0,4.0,1767.0,,,,,,,,,,,,,1876534.0,2243743364.0,224390.0,771329814.0,1863022.0,1472413550.0,,,289386,18.75,21.91000745165759,91.7,165118.0,,,9.8,,76.2,28.7,26.8,2.9,123132,14.85,7.75,,1343.0,478.5,,,,,,,1.54,2.44,9.7,61840.0,3.2,,23.5,32.5,6.4,41.0,39.0,1421.0,315.0,20.0,11.0,0.0,63.0,163.0,234.0,319.0,405.0,561.0,4229.0,206295.0,68202.0,74097.0,61599.0,32.82,39.42,25.75,37.31,67064.0,4610.0,28.2,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,33,충청북도,충청북도,충청북도,J  ,,,,32.7,33.2,20.3,21.3,619.0,2.4,1936.0,85.0,2138.0,914.0,1424.0,48.0,2279.0,,2472.0,611.0,618.0,120.0,126.0,23.0,78.0,114.0,99.0,514.0,1.0,84.0,12424.0,50.0,812.0,2.3,2,782,12569,283.0,8906.0,499.0,3663.0,1,11.0,4.0,432.0,,,,,,,,,,,,,1941055.0,2265498852.0,225821.0,749432300.0,1928889.0,1516066552.0,,,261763,16.37,21.48596346068632,215.89,148161.0,,,8.55,,73.4,37.4,29.9,2.4,125216,16.11,10.95,,2412.1,772.6,,,,,,,1.35,2.26,8.3,58992.0,3.6,,24.3,34.2,7.8,41.2,39.0,422.0,0.0,6.0,4.0,0.0,68.0,249.0,203.0,331.0,349.0,742.0,6131.0,204109.0,78603.0,68413.0,54792.0,31.84,39.09,23.65,36.98,59109.0,4614.0,25.4,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,34,충청남도,충청남도,충청남도,K  ,,,,28.3,29.5,18.3,20.4,877.0,2.2,2109.0,186.0,2232.0,1145.0,1339.0,100.0,1946.0,,3114.0,893.0,810.0,155.0,204.0,43.0,121.0,140.0,122.0,617.0,0.0,108.0,18950.0,74.0,1178.0,2.3,9,1071,14136,300.0,9811.0,771.0,4325.0,2,8.0,5.0,2313.0,,,,,,,,,,,,,2590734.0,2934861410.0,291508.0,994576738.0,2571159.0,1940284672.0,,,372515,17.52,20.76731352476163,258.38,211205.0,,,8.89,,72.3,38.9,27.6,3.1,168864,16.37,11.26,,2180.8,707.3,,,,,,,1.39,2.25,8.2,76143.0,3.7,,25.2,37.3,9.3,45.2,42.5,1964.0,327.0,22.0,0.0,0.0,103.0,292.0,289.0,439.0,379.0,876.0,7653.0,270497.0,106015.0,85364.0,75698.0,31.78,37.95,23.91,35.84,65692.0,6408.0,20.4,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,35,전라북도,전라북도,전라북도,L  ,,,,30.1,30.7,15.5,16.8,506.0,1.4,1856.0,134.0,1994.0,851.0,1253.0,74.0,1793.0,,3619.0,909.0,928.0,187.0,221.0,49.0,92.0,112.0,115.0,530.0,0.0,100.0,17133.0,57.0,1189.0,3.0,0,1106,12996,227.0,7783.0,879.0,5213.0,0,14.0,1.0,322.0,,,,,,,,,,,,,2088501.0,3427615096.0,345380.0,1406795919.0,2072044.0,2020819177.0,,,358410,19.51,22.746128338220988,227.64,207815.0,,,10.93,,69.2,27.9,30.6,2.7,143962,14.62,13.84,,2472.2,866.4,,,,,,,1.15,2.92,11.6,80508.0,4.1,,25.3,34.1,12.1,42.5,40.0,322.0,0.0,0.0,0.0,0.0,89.0,382.0,320.0,441.0,450.0,900.0,9356.0,232587.0,74363.0,75057.0,80084.0,31.73,37.04,23.38,38.54,101228.0,6252.0,19.1,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,36,전라남도,전라남도,전라남도,M  ,,,,30.9,32.2,16.8,17.8,747.0,1.8,2685.0,165.0,3099.0,1196.0,1897.0,100.0,2869.0,,3086.0,744.0,801.0,197.0,292.0,96.0,189.0,161.0,114.0,554.0,0.0,103.0,18678.0,61.0,1204.0,2.5,23,1181,13345,305.0,9090.0,876.0,4255.0,1,33.0,9.0,3552.0,,,,,,,,,,,,,2132424.0,3177901628.0,345918.0,1279364081.0,2114310.0,1898537547.0,,,413132,21.94,24.479037041487008,152.55,242809.0,,,13.54,,67.8,26.4,25.4,2.8,158101,12.76,16.5,,1837.0,625.2,,,,,,,1.1,2.43,10.6,78061.0,3.7,,23.5,30.7,6.5,47.5,43.9,2239.0,1246.0,0.0,67.0,0.0,50.0,177.0,315.0,403.0,583.0,908.0,10751.0,235062.0,56021.0,77114.0,99832.0,31.88,31.94,24.34,41.12,84819.0,5811.0,23.6,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,37,경상북도,경상북도,경상북도,N  ,,,,24.8,25.8,14.0,15.0,1870.0,3.5,3488.0,202.0,3845.0,1764.0,2525.0,110.0,3594.0,,3619.0,917.0,985.0,240.0,295.0,67.0,135.0,177.0,199.0,691.0,0.0,143.0,25527.0,100.0,1569.0,2.1,2,1483,20012,384.0,13347.0,1099.0,6665.0,2,23.0,7.0,1146.0,,,,,,,,,,,,,3026917.0,3676545589.0,345802.0,1316387323.0,3002315.0,2360158266.0,,,529349,19.78,23.48723351811666,140.64,312305.0,,,11.1,,72.3,33.3,26.3,4.1,219139,15.52,11.03,,2070.2,638.4,,,,,,,1.21,2.03,8.9,98932.0,3.4,,23.8,32.0,8.1,41.7,39.3,1136.0,0.0,10.0,0.0,0.0,99.0,394.0,380.0,507.0,562.0,1008.0,8884.0,353702.0,112703.0,115818.0,121493.0,32.32,38.09,24.01,38.9,107309.0,7774.0,18.9,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,38,경상남도,경상남도,경상남도,O  ,,,,28.6,29.2,14.8,15.7,1095.0,2.1,2527.0,158.0,2689.0,1388.0,1674.0,75.0,2302.0,,5392.0,1338.0,1213.0,279.0,219.0,57.0,110.0,136.0,151.0,483.0,1.0,122.0,25664.0,88.0,1343.0,2.4,17,1242,14876,232.0,10201.0,1010.0,4675.0,3,29.0,15.0,4005.0,,,,,,,,,,,,,3830246.0,5243802639.0,584807.0,2163834685.0,3796570.0,3079967954.0,,,523165,15.51,23.293013586463548,320.11,305979.0,,,9.09,,73.4,44.7,30.3,3.0,274003,14.62,9.79,,2536.8,867.3,,,,,,,1.17,2.33,8.8,121835.0,3.4,,23.7,34.5,8.3,41.3,39.5,3451.0,519.0,20.0,15.0,0.0,128.0,530.0,553.0,681.0,803.0,1383.0,11080.0,379719.0,118315.0,140569.0,118767.0,29.07,31.15,22.74,38.82,112183.0,9498.0,11.4,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
