year,sido,internet_use_rate,mobile_internet_use_rate,smartphone_use_rate,source_file,internet_pages,mobile_pages,smartphone_pages
2018,서울특별시,,,,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2018_인터넷이용실태조사_2018년_인터넷이용실태조사_통계표(국문,영문)_2018_인터넷이용실태조사_국문_통계표.pdf",,,
2018,부산광역시,,,,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2018_인터넷이용실태조사_2018년_인터넷이용실태조사_통계표(국문,영문)_2018_인터넷이용실태조사_국문_통계표.pdf",,,
2018,대구광역시,,,,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2018_인터넷이용실태조사_2018년_인터넷이용실태조사_통계표(국문,영문)_2018_인터넷이용실태조사_국문_통계표.pdf",,,
2018,인천광역시,,,,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2018_인터넷이용실태조사_2018년_인터넷이용실태조사_통계표(국문,영문)_2018_인터넷이용실태조사_국문_통계표.pdf",,,
2018,광주광역시,,,,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2018_인터넷이용실태조사_2018년_인터넷이용실태조사_통계표(국문,영문)_2018_인터넷이용실태조사_국문_통계표.pdf",,,
2018,대전광역시,,,,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2018_인터넷이용실태조사_2018년_인터넷이용실태조사_통계표(국문,영문)_2018_인터넷이용실태조사_국문_통계표.pdf",,,
2018,울산광역시,,,,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2018_인터넷이용실태조사_2018년_인터넷이용실태조사_통계표(국문,영문)_2018_인터넷이용실태조사_국문_통계표.pdf",,,
2018,경기도,,,,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2018_인터넷이용실태조사_2018년_인터넷이용실태조사_통계표(국문,영문)_2018_인터넷이용실태조사_국문_통계표.pdf",,,
2018,강원도,,,,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2018_인터넷이용실태조사_2018년_인터넷이용실태조사_통계표(국문,영문)_2018_인터넷이용실태조사_국문_통계표.pdf",,,
2018,충청북도,,,,"C:\Users\user\Documents\코덱스 저장소\논문\AI격차_정신건강_자료\02_NIA_인터넷이용실태조사\2018_인터넷이용실태조사_2018년_인터넷이용실태조사_통계표(국문,영문)_2018_인터넷이용실태조사_국문_통계표.pdf",,,
